i,H2,O2,N2,T,mu,muNN,rel_error
1988,0.179827,0.624871,0.195302,2440.85,6.72246e-05,6.55964e-05,0.024221
1989,0.579412,0.399065,0.0215232,517.144,1.61343e-05,1.63352e-05,0.0124509
1990,0.199468,0.142391,0.658141,2277.44,5.98308e-05,5.8106e-05,0.0288281
1991,0.37313,0.250807,0.376063,2645.03,5.627e-05,5.44781e-05,0.0318437
1992,0.41339,0.129978,0.456632,2205.98,4.76806e-05,4.64741e-05,0.0253039
1993,0.00568062,0.367703,0.626617,466.446,2.5301e-05,2.66326e-05,0.0526288
1994,0.184179,0.23954,0.576281,2642.76,6.79798e-05,6.59735e-05,0.0295129
1995,0.197673,0.481699,0.320628,390.754,1.8633e-05,1.85498e-05,0.00446698
1996,0.399752,0.148417,0.451831,2328.3,5.00797e-05,4.86969e-05,0.0276108
1997,0.166547,0.434773,0.398679,2896.19,7.52999e-05,7.33722e-05,0.0256
1998,0.122701,0.395377,0.481921,1678.52,5.44557e-05,5.36477e-05,0.014838
1999,0.242741,0.447242,0.310016,1065.37,3.50045e-05,3.51149e-05,0.00315595
