j,H2,O2,N2,T,mu
0,0.328977,0.354237,0.316786,2219.32,5.11528e-06
1,0.415308,0.312857,0.271836,1293.78,3.33282e-06
2,0.807203,0.0449216,0.147875,664.43,1.64998e-06
3,0.408271,0.446834,0.144895,1279.2,3.3609e-06
4,0.627607,0.0867675,0.285625,875.106,2.18582e-06
5,0.492714,0.0625698,0.444716,792.496,2.24123e-06
6,0.0780253,0.779327,0.142648,1682.82,5.99939e-06
7,0.318845,0.27582,0.405336,1539.96,4.0584e-06
8,0.149431,0.504735,0.345834,640.822,2.8138e-06
9,0.404102,0.399384,0.196514,1407.35,3.57529e-06
10,0.2736,0.484854,0.241546,2756.3,6.28434e-06
11,0.379956,0.222034,0.39801,2695.07,5.47189e-06
12,0.758182,0.139404,0.102414,2990.31,4.49014e-06
13,0.36132,0.131393,0.507287,588.813,2.05884e-06
14,0.760152,0.161616,0.0782318,851.578,1.99813e-06
15,0.257396,0.326985,0.415619,2280.44,5.5837e-06
16,0.526965,0.122797,0.350238,1133.78,2.77061e-06
17,0.260958,0.362812,0.37623,205.741,1.11307e-06
18,0.135392,0.1283,0.736308,1942.39,5.673e-06
19,0.45938,0.236694,0.303926,784.754,2.31033e-06
20,0.301363,0.113192,0.585445,882.501,2.83811e-06
21,0.999067,0.000217478,0.000715906,349.568,9.9433e-07
22,0.492333,0.24525,0.262417,794.341,2.272e-06
23,0.00728974,0.693211,0.2995,900.358,4.25962e-06
24,0.109727,0.207434,0.682839,1181.66,4.28168e-06
25,0.426241,0.186382,0.387376,317.732,1.29261e-06
26,0.580176,0.0978191,0.322005,831.929,2.18146e-06
27,0.67618,0.256217,0.067603,1649.05,3.2278e-06
28,0.364408,0.591011,0.0445808,1431.66,3.80134e-06
29,0.265261,0.42047,0.314269,536.372,2.17075e-06
30,0.881893,0.027519,0.0905884,343.157,1.03259e-06
31,0.387309,0.404331,0.208361,2512.13,5.26814e-06
32,0.190203,0.481481,0.328316,2895.62,7.12142e-06
33,0.515667,0.11285,0.371484,709.303,2.05641e-06
34,0.146813,0.198793,0.654394,1322.11,4.40154e-06
35,0.783146,0.0505269,0.166327,785.119,1.86231e-06
36,0.982258,0.00413399,0.0136084,318.225,9.41343e-07
37,0.155706,0.344242,0.500052,825.36,3.25012e-06
38,0.00240323,0.23244,0.765157,1486.52,5.55227e-06
39,0.562145,0.0978838,0.339972,1516.32,3.25739e-06
40,0.245695,0.336146,0.418159,2326.71,5.73227e-06
41,0.214843,0.453791,0.331366,1534.28,4.59062e-06
42,0.466365,0.185509,0.348126,1948.93,4.127e-06
43,0.276281,0.168626,0.555092,1216.69,3.60333e-06
44,0.567581,0.100754,0.331665,802.871,2.14973e-06
45,0.10742,0.318075,0.574505,2544.88,7.12448e-06
46,0.00548499,0.0327256,0.961789,2325.01,7.18626e-06
47,0.666211,0.0777729,0.256016,617.669,1.70028e-06
48,0.156371,0.484136,0.359493,1368.46,4.58593e-06
49,0.437125,0.13115,0.431725,1100.89,2.91084e-06
50,0.395974,0.51297,0.0910552,1666.25,4.0488e-06
51,0.644229,0.0237806,0.33199,1412.53,2.93953e-06
52,0.370528,0.425952,0.20352,2236.89,4.97277e-06
53,0.78952,0.0490419,0.161438,431.535,1.25512e-06
54,0.617017,0.229624,0.153358,2530.31,4.40135e-06
55,0.0198483,0.611996,0.368156,508.749,2.82773e-06
56,0.794735,0.0478269,0.157439,454.898,1.29595e-06
57,0.367605,0.408715,0.22368,1307.49,3.52435e-06
58,0.765466,0.232193,0.00234035,1704.69,3.13184e-06
59,0.268027,0.589079,0.142894,2223.28,5.55942e-06
60,0.708652,0.067884,0.223464,654.789,1.72325e-06
61,0.099043,0.209923,0.691034,1406.97,4.85761e-06
62,0.235301,0.339032,0.425667,2838.43,6.58706e-06
63,0.290923,0.343377,0.3657,2414.19,5.60098e-06
64,0.388996,0.142364,0.46864,1244.33,3.28274e-06
65,0.361082,0.148868,0.49005,1170.87,3.23593e-06
66,0.0779602,0.214835,0.707205,1217.5,4.53687e-06
67,0.504697,0.408436,0.0868671,2029.49,4.17494e-06
68,0.184157,0.190091,0.625752,1238.31,4.03504e-06
69,0.585658,0.401976,0.0123657,667.716,1.91668e-06
70,0.73185,0.00959916,0.258551,2542.25,4.07607e-06
71,0.347403,0.348643,0.303954,2237.03,5.05004e-06
72,0.361147,0.32019,0.318663,2140.61,4.83653e-06
73,0.216626,0.105205,0.678169,440.929,1.94561e-06
74,0.0276801,0.482425,0.489895,264.324,1.71758e-06
75,0.0746915,0.455108,0.470201,2571.35,7.58792e-06
76,0.335555,0.294709,0.369737,504.002,1.92305e-06
77,0.748159,0.0586789,0.193162,657.842,1.69093e-06
78,0.254022,0.590441,0.155537,2718.21,6.42221e-06
79,0.368939,0.147037,0.484024,1198.25,3.26136e-06
80,0.0944381,0.466107,0.439455,1745.4,5.78525e-06
81,0.482983,0.212017,0.305,230.963,9.97298e-07
82,0.0714262,0.578378,0.350196,2809.1,8.18799e-06
83,0.419516,0.18346,0.397024,210.815,9.78348e-07
84,0.252021,0.56174,0.186239,1942.33,5.17517e-06
85,0.102158,0.455802,0.44204,2693.92,7.55745e-06
86,0.350887,0.346073,0.303041,763.122,2.5075e-06
87,0.995227,0.00111204,0.00366067,329.313,9.57696e-07
88,0.645737,0.0512715,0.302992,1228.87,2.68841e-06
89,0.670329,0.0768134,0.252858,786.671,1.9864e-06
90,0.439131,0.289689,0.27118,2577.88,5.08299e-06
91,0.293594,0.639437,0.0669683,1985.56,5.05354e-06
92,0.250237,0.174695,0.575068,1057.69,3.38157e-06
93,0.359061,0.149339,0.4916,1208.24,3.3086e-06
94,0.282263,0.290126,0.42761,970.508,3.12382e-06
95,0.10392,0.208787,0.687293,1213.07,4.38637e-06
96,0.254031,0.372452,0.373517,207.063,1.12648e-06
97,0.192778,0.749627,0.0575953,793.94,3.1572e-06
98,0.616081,0.0160957,0.367824,855.007,2.15982e-06
99,0.116094,0.748557,0.135349,2007.52,6.36507e-06
100,0.101347,0.38334,0.515313,633.318,2.92103e-06
101,0.663529,0.0876763,0.248795,2788.5,4.51577e-06
102,0.288133,0.45267,0.259198,2810.8,6.2502e-06
103,0.0677768,0.466584,0.465639,227.093,1.47527e-06
104,0.407745,0.398122,0.194132,2272.52,4.85031e-06
105,0.27928,0.358593,0.362127,2730.27,6.14137e-06
106,0.734992,0.151822,0.113186,2328.86,3.87503e-06
107,0.425645,0.387275,0.187079,1480.39,3.62352e-06
108,0.563462,0.270188,0.166349,2365.44,4.37761e-06
109,0.566454,0.147569,0.285978,2321.21,4.28389e-06
110,0.36738,0.523087,0.109533,2450.25,5.32693e-06
111,0.423299,0.449846,0.126855,2804.74,5.49855e-06
112,0.173992,0.342506,0.483502,2251.07,6.09205e-06
113,0.162554,0.493995,0.343451,1685.98,5.21218e-06
114,0.538794,0.107461,0.353745,1007.52,2.54266e-06
115,0.380324,0.276164,0.343512,982.044,2.86472e-06
116,0.305561,0.177823,0.516617,2523.58,5.60112e-06
117,0.846331,0.0358049,0.117864,658.696,1.6091e-06
118,0.0201032,0.228316,0.751581,1311.78,5.06078e-06
119,0.349281,0.177147,0.473573,517.623,1.91621e-06
120,0.665339,0.077976,0.256685,915.231,2.19852e-06
121,0.025294,0.227106,0.7476,1615.79,5.76491e-06
122,0.686854,0.072963,0.240183,578.084,1.60833e-06
123,0.18577,0.410803,0.403427,1580.49,4.82028e-06
124,0.832739,0.131537,0.0357242,2481.76,3.83312e-06
125,0.347304,0.152078,0.500618,1030.65,3.01681e-06
126,0.567998,0.17516,0.256843,1144.93,2.71882e-06
127,0.254919,0.502767,0.242315,426.376,1.89126e-06
128,0.284029,0.490982,0.224989,2445.86,5.76055e-06
129,0.211923,0.183622,0.604455,1083.11,3.58243e-06
130,0.305014,0.161932,0.533054,1182.94,3.43651e-06
131,0.172847,0.18616,0.640993,1659.95,4.93776e-06
132,0.36154,0.282819,0.355642,2370.99,5.14768e-06
133,0.650466,0.0814413,0.268092,842.985,2.10307e-06
134,0.62727,0.0868461,0.285884,937.276,2.28603e-06
135,0.231295,0.382013,0.386692,1875.26,5.09239e-06
136,0.347779,0.363225,0.288995,1432.27,3.79401e-06
137,0.168997,0.487476,0.343527,2921.18,7.35108e-06
138,0.0793269,0.214517,0.706156,1403.66,4.96712e-06
139,0.703119,0.0243488,0.272532,1814.72,3.3374e-06
140,0.524005,0.110907,0.365088,946.325,2.4673e-06
141,0.334597,0.155039,0.510364,930.022,2.85533e-06
142,0.73691,0.253239,0.00985087,2769.95,4.35011e-06
143,0.824277,0.0409435,0.13478,684.112,1.66727e-06
144,0.144514,0.29309,0.562396,1423.38,4.6762e-06
145,0.207262,0.429413,0.363325,2262.17,5.92884e-06
146,0.208035,0.148602,0.643363,2058.24,5.42717e-06
147,0.396087,0.532957,0.0709559,1222.14,3.31914e-06
148,0.538471,0.107536,0.353993,836.229,2.25282e-06
149,0.477977,0.121631,0.400392,942.601,2.54731e-06
150,0.503544,0.0742109,0.422245,1955.25,3.99196e-06
151,0.114948,0.206217,0.678835,1382.66,4.71063e-06
152,0.377314,0.30652,0.316167,459.364,1.742e-06
153,0.0811126,0.214101,0.704787,1239.75,4.57338e-06
154,0.364814,0.147998,0.487188,1092.29,3.08278e-06
155,0.289978,0.38514,0.324881,2243.09,5.36726e-06
156,0.566413,0.127186,0.306401,2131.25,4.05043e-06
157,0.395397,0.140873,0.463731,919.91,2.68274e-06
158,0.757669,0.0564631,0.185868,648.89,1.66729e-06
159,0.383978,0.151089,0.464933,225.507,1.05197e-06
160,0.398672,0.591972,0.00935629,1202.76,3.29183e-06
161,0.209277,0.563406,0.227317,1997.3,5.53271e-06
162,0.818841,0.0422101,0.138949,642.2,1.60434e-06
163,0.342769,0.453294,0.203936,1942.6,4.67139e-06
164,0.380964,0.360651,0.258385,2838.72,5.71116e-06
165,0.205143,0.185202,0.609656,1354.83,4.17447e-06
166,0.477379,0.121771,0.40085,1096.19,2.8111e-06
167,0.215883,0.182699,0.601418,1225.54,3.86462e-06
168,0.0945303,0.210974,0.694495,1207.01,4.4224e-06
169,0.248729,0.432422,0.318849,1375.59,4.1106e-06
170,0.296823,0.16384,0.539337,1159.75,3.42055e-06
171,0.414899,0.393886,0.191215,610.27,2.05187e-06
172,0.363652,0.375625,0.260723,2225.47,4.96851e-06
173,0.290837,0.165235,0.543928,996.53,3.11795e-06
174,0.0412798,0.223382,0.735338,1293.49,4.91723e-06
175,0.829158,0.0110789,0.159763,214.738,7.74319e-07
176,0.510258,0.124767,0.364975,236.18,9.89031e-07
177,0.384631,0.00821121,0.607157,2136.36,4.62139e-06
178,0.18283,0.207748,0.609422,2326.64,6.07532e-06
179,0.174067,0.192442,0.633491,1335.11,4.28723e-06
180,0.535263,0.108284,0.356453,844.231,2.27203e-06
181,0.712761,0.240852,0.0463867,2859.64,4.49743e-06
182,0.0238697,0.807391,0.168739,2717.78,8.73126e-06
183,0.0521081,0.612221,0.335671,1094.55,4.58756e-06
184,0.515672,0.234434,0.249894,2304.04,4.44228e-06
185,0.186509,0.365222,0.448269,1609.87,4.85133e-06
186,0.385548,0.405067,0.209385,2181.35,4.81976e-06
187,0.483376,0.120373,0.39625,831.885,2.33828e-06
188,0.433004,0.13211,0.434886,1087.22,2.89714e-06
189,0.51261,0.113562,0.373828,715.668,2.07312e-06
190,0.250129,0.362959,0.386912,2677.23,6.25684e-06
191,0.0473412,0.221969,0.730689,1516.85,5.41634e-06
192,0.652599,0.289904,0.0574971,307.404,1.09167e-06
193,0.629776,0.00472322,0.365501,646.379,1.78304e-06
194,0.675596,0.0755862,0.248818,617.123,1.68984e-06
195,0.365198,0.147909,0.486893,1061.77,3.02547e-06
196,0.0344826,0.450833,0.514684,1705.53,6.10005e-06
197,0.238655,0.466715,0.29463,2779.52,6.55182e-06
198,0.274126,0.169129,0.556745,1361.14,3.88337e-06
199,0.81812,0.042378,0.139502,399.216,1.17553e-06
200,0.9416,0.0136071,0.0447926,486.935,1.2648e-06
201,0.279508,0.167875,0.552617,1165.91,3.49338e-06
202,0.996416,0.000834988,0.00274865,241.129,7.80108e-07
203,0.41086,0.37158,0.21756,2507.04,5.14202e-06
204,0.198752,0.473976,0.327273,688.448,2.7746e-06
205,0.932119,0.0158163,0.0520647,395.734,1.10897e-06
206,0.447566,0.128717,0.423717,1088.07,2.86436e-06
207,0.151401,0.197724,0.650876,1488.26,4.72518e-06
208,0.899043,0.023523,0.0774341,325.893,9.90462e-07
209,0.0805335,0.344104,0.575362,1123.13,4.35949e-06
210,0.328331,0.447457,0.224212,650.819,2.32407e-06
211,0.228293,0.318155,0.453553,1497.2,4.39408e-06
212,0.267367,0.170704,0.56193,1128.75,3.46414e-06
213,0.30319,0.428241,0.268569,2321.83,5.43395e-06
214,0.389864,0.406721,0.203416,604.53,2.08517e-06
215,0.901468,0.0229578,0.0755737,448.421,1.21995e-06
216,0.94871,0.0119506,0.0393396,597.8,1.44122e-06
217,0.262162,0.46695,0.270888,2036.37,5.23104e-06
218,0.42456,0.134529,0.440911,1038.36,2.83176e-06
219,0.0604245,0.218921,0.720654,1346.22,4.94245e-06
220,0.657455,0.194145,0.1484,887.348,2.17887e-06
221,0.310667,0.388941,0.300392,1223.16,3.55815e-06
222,0.979496,0.00477751,0.0157268,364.153,1.02943e-06
223,0.25212,0.670406,0.077474,1116.7,3.6558e-06
224,0.704989,0.0687375,0.226273,772.352,1.92327e-06
225,0.23587,0.227121,0.537008,2509.73,6.02162e-06
226,0.0200823,0.665547,0.314371,1782.24,6.55403e-06
227,0.335878,0.15474,0.509382,1026.61,3.04163e-06
228,0.25202,0.457092,0.290888,905.547,3.12728e-06
229,0.588007,0.0959944,0.315999,820.355,2.15034e-06
230,0.734678,0.0618199,0.203502,748.782,1.85354e-06
231,0.741865,0.0601454,0.197989,812.129,1.94639e-06
232,0.0642099,0.445041,0.490749,623.495,3.04282e-06
233,0.993045,0.0016205,0.00533444,219.298,7.33794e-07
234,0.370305,0.353447,0.276248,1891.75,4.44174e-06
235,0.0410206,0.0720815,0.886898,520.604,2.6288e-06
236,0.273834,0.275764,0.450403,2450.13,5.72094e-06
237,0.940144,0.0139464,0.0459093,245.736,8.07908e-07
238,0.313119,0.338229,0.348652,2935.74,6.2073e-06
239,0.433947,0.13773,0.428323,1707.7,3.8768e-06
240,0.109748,0.771582,0.11867,218.273,1.41519e-06
241,0.336763,0.0742839,0.588953,2308.42,5.09331e-06
242,0.304201,0.480039,0.215761,960.998,3.08437e-06
243,0.0521169,0.144675,0.803208,472.246,2.45327e-06
244,0.46868,0.123258,0.408062,538.778,1.77696e-06
245,0.279518,0.208806,0.511676,1814.04,4.66308e-06
246,0.404397,0.0570378,0.538565,896.841,2.60296e-06
247,0.335924,0.00317134,0.660904,1132.73,3.20413e-06
248,0.857486,0.0332059,0.109309,525.293,1.38081e-06
249,0.682329,0.224425,0.0932459,2018.21,3.65601e-06
250,0.025624,0.564655,0.409721,1637.55,6.08834e-06
251,0.459919,0.125839,0.414242,1020.06,2.71975e-06
252,0.324533,0.194482,0.480985,1173.3,3.36353e-06
253,0.340691,0.635274,0.0240352,2277.15,5.25932e-06
254,0.298215,0.16436,0.537425,2910.59,6.17505e-06
255,0.371787,0.451977,0.176237,1974.98,4.59461e-06
256,0.16356,0.194891,0.641549,1491.17,4.66251e-06
257,0.551241,0.104561,0.344198,931.828,2.39569e-06
258,0.932376,0.0157565,0.0518679,497.982,1.28862e-06
259,0.0620132,0.876108,0.061879,1720.85,6.29355e-06
260,0.358623,0.447299,0.194078,1591.09,4.04572e-06
261,0.476008,0.141908,0.382084,2384.56,4.6494e-06
262,0.459416,0.26039,0.280194,2368.93,4.72743e-06
263,0.210183,0.433221,0.356596,1606.37,4.74448e-06
264,0.730908,0.0626984,0.206394,762.363,1.8793e-06
265,0.284849,0.237677,0.477474,1226.83,3.61257e-06
266,0.766085,0.0545023,0.179413,758.741,1.83789e-06
267,0.579455,0.347054,0.0734916,2630.67,4.65764e-06
268,0.48151,0.360664,0.157825,2651.75,5.02923e-06
269,0.823188,0.0411972,0.135615,684.326,1.66852e-06
270,0.511261,0.461338,0.0274013,762.55,2.21173e-06
271,0.456698,0.351515,0.191787,864.51,2.48581e-06
272,0.292257,0.589042,0.118701,545.032,2.16461e-06
273,0.398033,0.194064,0.407903,1495.2,3.68154e-06
274,0.921339,0.018328,0.060333,609.28,1.47688e-06
275,0.429915,0.143157,0.426928,2383.71,4.82062e-06
276,0.322588,0.143194,0.534217,1788.5,4.4053e-06
277,0.884649,0.0268769,0.0884745,312.493,9.69631e-07
278,0.46872,0.123788,0.407491,931.27,2.54559e-06
279,0.256744,0.173179,0.570077,1098.89,3.44271e-06
280,0.0830938,0.718495,0.198411,557.819,2.85165e-06
281,0.240841,0.454392,0.304767,2188.3,5.6008e-06
282,0.801194,0.0463218,0.152484,731.322,1.76173e-06
283,0.861646,0.0322364,0.106117,701.966,1.66478e-06
284,0.230336,0.289545,0.48012,1410.21,4.20686e-06
285,0.101893,0.211521,0.686585,850.784,3.48602e-06
286,0.326385,0.156952,0.516663,1133.82,3.27407e-06
287,0.533573,0.423573,0.0428547,2713.32,4.92924e-06
288,0.342995,0.416117,0.240888,2103.52,4.90074e-06
289,0.354983,0.0581464,0.58687,1663.79,4.05421e-06
290,0.355941,0.377899,0.26616,2328.98,5.15295e-06
291,0.412873,0.136801,0.450327,1136.72,3.0327e-06
292,0.471372,0.220398,0.308229,2233.87,4.4981e-06
293,0.741342,0.0602673,0.198391,563.942,1.53462e-06
294,0.482829,0.132755,0.384416,1497.57,3.42766e-06
295,0.270507,0.408366,0.321127,2066.12,5.20614e-06
296,0.136131,0.502273,0.361596,1422.93,4.83269e-06
297,0.584643,0.0967782,0.318579,803.033,2.12538e-06
298,0.158611,0.267645,0.573743,1927.32,5.57318e-06
299,0.309584,0.450941,0.239475,574.483,2.17874e-06
300,0.263856,0.487757,0.248388,725.822,2.67608e-06
301,0.132989,0.202013,0.664997,1474.21,4.80257e-06
302,0.12466,0.348983,0.526357,709.261,3.05234e-06
303,0.176569,0.358582,0.464849,1617.8,4.92084e-06
304,0.551961,0.0925757,0.355463,2880.69,4.95281e-06
305,0.196858,0.687228,0.115914,1978.2,5.64988e-06
306,0.620475,0.11435,0.265175,2183.24,3.96818e-06
307,0.698655,0.0702133,0.231131,676.115,1.76982e-06
308,0.265443,0.707801,0.026756,792.828,2.88783e-06
309,0.330669,0.164746,0.504585,2471,5.3891e-06
310,0.22007,0.506409,0.273521,473.305,2.11002e-06
311,0.645459,0.0826081,0.271933,876.383,2.16357e-06
312,0.152192,0.782773,0.0650351,902.598,3.62922e-06
313,0.486372,0.119675,0.393952,970.819,2.57996e-06
314,0.404937,0.323963,0.2711,1925.48,4.34772e-06
315,0.513697,0.113309,0.372994,1079.77,2.70834e-06
316,0.346443,0.152279,0.501278,1300.33,3.51053e-06
317,0.562749,0.417533,0.0197175,2972.04,5.11695e-06
318,0.341918,0.565648,0.092434,827.25,2.71275e-06
319,0.638225,0.0842936,0.277481,959.671,2.30538e-06
320,0.24106,0.0753,0.68364,551.032,2.19988e-06
321,0.622693,0.0879125,0.289394,944.59,2.3043e-06
322,0.327238,0.389891,0.282871,1773.69,4.44978e-06
323,0.14893,0.198299,0.65277,1421.29,4.60052e-06
324,0.00749925,0.231253,0.761248,1304.48,5.08788e-06
325,0.771607,0.0532156,0.175178,725.901,1.78047e-06
326,0.220471,0.520832,0.258697,1197.63,3.91077e-06
327,0.464085,0.124868,0.411047,1103.77,2.8532e-06
328,0.344633,0.212368,0.442999,1614.82,4.06282e-06
329,0.132457,0.202138,0.665406,1337.63,4.51303e-06
330,0.0303912,0.647565,0.322044,2863.62,8.76917e-06
331,0.191462,0.194999,0.613539,881.747,3.20757e-06
332,0.537006,0.107878,0.355116,855.963,2.28972e-06
333,0.390809,0.593013,0.0161785,2986.88,5.95193e-06
334,0.3801,0.40748,0.21242,1347.1,3.5522e-06
335,0.98075,0.00448517,0.0147645,529.575,1.31384e-06
336,0.30334,0.162322,0.534338,1204.08,3.482e-06
337,0.609566,0.0895632,0.30087,557.814,1.6468e-06
338,0.295368,0.402964,0.301668,1602.1,4.30646e-06
339,0.403955,0.138879,0.457167,915.367,2.6544e-06
340,0.0990448,0.475557,0.425399,1913.08,6.10782e-06
341,0.0954936,0.0348434,0.869663,2405.62,6.74619e-06
342,0.945514,0.0126952,0.0417906,244.283,8.02975e-07
343,0.205709,0.0820592,0.712232,2950.83,6.81097e-06
344,0.0594712,0.508438,0.43209,1508.5,5.52585e-06
345,0.213099,0.561571,0.22533,2576.42,6.48324e-06
346,0.428113,0.13325,0.438637,873.919,2.52341e-06
347,0.370059,0.379352,0.250589,1349.69,3.58138e-06
348,0.455841,0.452239,0.0919207,464.177,1.66056e-06
349,0.102817,0.0736976,0.823486,2418.61,6.74242e-06
350,0.359872,0.216983,0.423144,1886.52,4.42953e-06
351,0.536082,0.108093,0.355825,812.393,2.21446e-06
352,0.0749751,0.215531,0.709494,1303.23,4.75859e-06
353,0.196059,0.166612,0.637329,392.123,1.84495e-06
354,0.382681,0.428711,0.188608,864.303,2.66012e-06
355,0.405056,0.138622,0.456322,968.607,2.75144e-06
356,0.342432,0.153213,0.504354,926.067,2.82642e-06
357,0.297829,0.629536,0.0726348,1640.45,4.44633e-06
358,0.131016,0.555476,0.313508,1632.29,5.3459e-06
359,0.18227,0.313901,0.503828,1922.82,5.43721e-06
360,0.0656944,0.515722,0.418584,255.439,1.62439e-06
361,0.312776,0.325837,0.361387,809.579,2.69871e-06
362,0.414738,0.136366,0.448896,995.432,2.77781e-06
363,0.135552,0.467178,0.39727,2615.51,7.12162e-06
364,0.230438,0.3406,0.428962,1181.91,3.76962e-06
365,0.21653,0.182549,0.600922,1345.46,4.10247e-06
366,0.457911,0.225946,0.316143,799.502,2.33966e-06
367,0.433331,0.239379,0.32729,695.154,2.17871e-06
368,0.375049,0.145614,0.479338,1071.16,3.0159e-06
369,0.543835,0.200346,0.255819,2567.74,4.65738e-06
370,0.31864,0.319786,0.361574,2478.6,5.53065e-06
371,0.448683,0.128457,0.42286,1082.67,2.85255e-06
372,0.134381,0.201689,0.66393,1392.25,4.62053e-06
373,0.115588,0.206068,0.678344,1208.18,4.31287e-06
374,0.0683638,0.741683,0.189954,1473.52,5.54934e-06
375,0.205751,0.18506,0.609189,1338.34,4.13866e-06
376,0.261317,0.403561,0.335122,1384.46,4.06138e-06
377,0.195166,0.187526,0.617307,1451.9,4.41563e-06
378,0.392632,0.240068,0.367301,856.089,2.5843e-06
379,0.214471,0.183028,0.602501,1426.08,4.26956e-06
380,0.536788,0.107928,0.355283,918.569,2.39782e-06
381,0.198842,0.191838,0.609321,713.905,2.76596e-06
382,0.982674,0.00403691,0.0132889,361.059,1.02236e-06
383,0.461751,0.503752,0.034497,1624.18,3.76467e-06
384,0.364066,0.400555,0.235379,929.614,2.83121e-06
385,0.680983,0.0743309,0.244686,806.009,2.0053e-06
386,0.654197,0.169652,0.176151,1675.55,3.28853e-06
387,0.233462,0.0831534,0.683385,842.561,2.94207e-06
388,0.247201,0.150613,0.602186,2592.5,6.03236e-06
389,0.941065,0.0137319,0.0452032,405.793,1.123e-06
390,0.462699,0.516734,0.0205663,621.832,2.01487e-06
391,0.346435,0.456364,0.197202,545.915,2.03354e-06
392,0.54343,0.364597,0.0919732,2069.84,4.0985e-06
393,0.752663,0.0576296,0.189708,813.755,1.93745e-06
394,0.298975,0.163339,0.537686,1341.68,3.75096e-06
395,0.379286,0.519594,0.10112,2335.49,5.10805e-06
396,0.351251,0.151159,0.49759,1017.66,2.98105e-06
397,0.123292,0.204273,0.672435,1175.75,4.19748e-06
398,0.302362,0.539337,0.158302,2775.98,6.15566e-06
399,0.00503135,0.231828,0.763141,1656.85,5.94602e-06
400,0.0880525,0.511384,0.400564,469.749,2.45524e-06
401,0.657156,0.0798827,0.262961,592.532,1.66363e-06
402,0.603267,0.0924387,0.304294,883.121,2.23351e-06
403,0.473001,0.353669,0.17333,1746.81,3.87031e-06
404,0.513305,0.1134,0.373295,870.112,2.35437e-06
405,0.198863,0.436003,0.365134,1073.82,3.70454e-06
406,0.610129,0.0721262,0.317745,1021.59,2.44155e-06
407,0.488283,0.11923,0.392487,1105.15,2.80236e-06
408,0.166176,0.194281,0.639543,1280.1,4.21128e-06
409,0.192198,0.188218,0.619584,1400.45,4.32879e-06
410,0.457067,0.0103173,0.532616,358.632,1.35538e-06
411,0.89339,0.0248401,0.0817697,549.319,1.39806e-06
412,0.344291,0.514619,0.14109,463.947,1.83477e-06
413,0.292608,0.374358,0.333034,311.388,1.45034e-06
414,0.319913,0.15846,0.521627,947.177,2.93062e-06
415,0.584787,0.280822,0.134391,2846.85,4.86279e-06
416,0.130161,0.619564,0.250275,2934.22,7.85103e-06
417,0.976869,0.00538944,0.0177412,458.026,1.19718e-06
418,0.156765,0.277216,0.566019,2679.05,6.90465e-06
419,0.145594,0.502205,0.352201,2381.69,6.6492e-06
420,0.115648,0.448371,0.435981,649.769,2.94237e-06
421,0.74692,0.0589677,0.194112,762.445,1.86291e-06
422,0.442893,0.128295,0.428812,2538.59,4.96197e-06
423,0.518956,0.112083,0.368961,1100.51,2.73138e-06
424,0.387136,0.402672,0.210191,439.982,1.68948e-06
425,0.323355,0.443648,0.232997,803.113,2.68242e-06
426,0.811869,0.0438344,0.144296,410.618,1.20121e-06
427,0.277911,0.376759,0.34533,2711.74,6.13292e-06
428,0.403301,0.574529,0.0221701,1421.94,3.64846e-06
429,0.330565,0.456464,0.212971,532.889,2.03105e-06
430,0.0274457,0.226605,0.745949,1536.01,5.56926e-06
431,0.286852,0.388207,0.324941,1624.7,4.37802e-06
432,0.152535,0.197459,0.650006,1243.49,4.20095e-06
433,0.845151,0.0360799,0.118769,609.024,1.52983e-06
434,0.252148,0.360515,0.387338,2966.06,6.66547e-06
435,0.596746,0.0939583,0.309296,850.785,2.18928e-06
436,0.221714,0.559862,0.218424,2945.65,6.99277e-06
437,0.0282568,0.103555,0.868188,2010.78,6.50896e-06
438,0.358986,0.47722,0.163794,2572.09,5.51866e-06
439,0.195616,0.0835847,0.7208,896.532,3.19319e-06
440,0.180084,0.454085,0.365831,2026.19,5.71809e-06
441,0.737371,0.0611925,0.201436,622.092,1.63996e-06
442,0.419469,0.135264,0.445267,913.199,2.61564e-06
443,0.980785,0.00447709,0.0147379,200,6.93783e-07
444,0.413108,0.32182,0.265072,1660.94,3.92544e-06
445,0.42587,0.133772,0.440357,1196.98,3.10181e-06
446,0.580321,0.0977852,0.321894,886.877,2.27403e-06
447,0.370194,0.00949661,0.620309,1620.09,3.91757e-06
448,0.292375,0.263627,0.443999,2488.31,5.66398e-06
449,0.530756,0.109334,0.35991,902.354,2.38044e-06
450,0.279172,0.167953,0.552875,1032.23,3.22855e-06
451,0.634961,0.0851227,0.279916,1368.21,2.90612e-06
452,0.62212,0.0880461,0.289834,757.03,1.99578e-06
453,0.0585245,0.27953,0.661946,501.726,2.58434e-06
454,0.425362,0.446672,0.127966,2406.08,4.97377e-06
455,0.00583051,0.231641,0.762528,1367.83,5.25187e-06
456,0.404778,0.229947,0.365275,2075.29,4.53159e-06
457,0.534978,0.135188,0.329835,2489.61,4.57573e-06
458,0.846891,0.0356744,0.117434,609.18,1.52879e-06
459,0.727982,0.0633803,0.208638,679.675,1.74663e-06
460,0.103042,0.344705,0.552253,372.437,2.01154e-06
461,0.489084,0.119043,0.391872,907.865,2.4647e-06
462,0.0395948,0.838151,0.122255,1089.72,4.78586e-06
463,0.752434,0.057683,0.189883,494.701,1.39986e-06
464,0.461773,0.125407,0.41282,1162.71,2.95645e-06
465,0.526701,0.110279,0.36302,804.199,2.2147e-06
