j,H2,O2,N2,T,mu
0,0.191433,0.525123,0.283444,2275.64,6.25912e-05
1,0.0313598,0.418691,0.54995,2680.61,8.34752e-05
2,0.349725,0.0823577,0.567917,2182.19,4.98062e-05
3,0.35562,0.320062,0.324318,301.745,1.31992e-05
4,0.0954525,0.534675,0.369873,477.718,2.41806e-05
5,0.442256,0.0519626,0.505781,719.624,2.17326e-05
6,0.7199,0.175616,0.104483,2924.55,4.7027e-05
7,0.439762,0.527669,0.0325691,1159.27,3.10434e-05
8,0.304698,0.351963,0.343339,2905.32,6.44139e-05
9,0.293333,0.151244,0.555423,2654.67,6.02826e-05
10,0.277783,0.189004,0.533213,1978.55,5.0293e-05
11,0.287944,0.378767,0.333289,264.838,1.29116e-05
12,0.274147,0.340783,0.38507,312.733,1.46022e-05
13,0.664179,0.240549,0.0952723,1032.22,2.41728e-05
14,0.360734,0.22251,0.416756,1814.08,4.39743e-05
15,0.442372,0.318245,0.239383,2478.26,5.10401e-05
16,0.313089,0.287145,0.399766,2005.72,4.94315e-05
17,0.597727,0.0564797,0.345794,2051.16,3.95652e-05
18,0.583429,0.208028,0.208543,284.859,1.06463e-05
19,0.311784,0.138171,0.550045,556.066,2.04841e-05
20,0.18128,0.740075,0.0786449,1024.42,3.75656e-05
21,0.379232,0.280273,0.340495,2411.1,5.26808e-05
22,0.0173344,0.191516,0.791149,1122.61,4.49858e-05
23,0.452968,0.333378,0.213654,2266.73,4.76979e-05
24,0.723002,0.0361222,0.240876,1229.33,2.60258e-05
25,0.352,0.397616,0.250384,2106.26,4.96901e-05
26,0.367306,0.29754,0.335154,563.975,1.99259e-05
27,0.201647,0.433945,0.364407,1689.97,5.00678e-05
28,0.203263,0.245342,0.551395,2762.94,6.862e-05
29,0.151904,0.294021,0.554075,968.585,3.57571e-05
30,0.580676,0.364105,0.0552193,2281.45,4.37498e-05
31,0.559436,0.00565229,0.434912,2607.1,4.75404e-05
32,0.0233446,0.385942,0.590714,1413.98,5.3882e-05
33,0.344151,0.261549,0.3943,1084.48,3.15873e-05
34,0.195416,0.203566,0.601018,2469.52,6.38745e-05
35,0.41699,0.156574,0.426436,1107.48,2.98825e-05
36,0.338132,0.282746,0.379122,633.475,2.20958e-05
37,0.254673,0.474074,0.271253,468.673,1.98283e-05
38,0.460231,0.456215,0.0835536,2179.61,4.65655e-05
39,0.000767696,0.732787,0.266445,2581.02,8.68531e-05
40,0.224393,0.246248,0.529359,436.313,1.90938e-05
41,0.270005,0.535536,0.194459,2680.05,6.415e-05
42,0.438465,0.442717,0.118818,727.485,2.2547e-05
43,0.518879,0.119673,0.361448,428.918,1.45601e-05
44,0.475529,0.499279,0.0251923,1710.47,3.91738e-05
45,0.718953,0.00166339,0.279383,931.677,2.1608e-05
46,0.459627,0.0768905,0.463483,614.566,1.93119e-05
47,0.438448,0.50765,0.0539013,1873.82,4.29349e-05
48,0.288909,0.176333,0.534758,2216.37,5.36726e-05
49,0.053273,0.433817,0.51291,1143.45,4.55607e-05
50,0.387506,0.313635,0.298859,1049.89,2.98642e-05
51,0.0719894,0.273259,0.654752,2517.63,7.52327e-05
52,0.341187,0.318234,0.340579,520.375,1.93378e-05
53,0.0528213,0.802349,0.14483,2033.84,7.09943e-05
54,0.103703,0.669463,0.226834,567.576,2.73732e-05
55,0.622817,0.0629131,0.31427,1730.83,3.47533e-05
56,0.276618,0.434455,0.288927,1650.44,4.54428e-05
57,0.473823,0.164246,0.36193,1122.72,2.88762e-05
58,0.325544,0.123081,0.551375,528.677,1.95255e-05
59,0.269814,0.368718,0.361468,849.275,2.89766e-05
60,0.60187,0.378884,0.0192457,2670.77,4.8017e-05
61,0.331129,0.271576,0.397295,2116.49,5.03378e-05
62,0.176937,0.751658,0.0714056,2935.26,7.74874e-05
63,0.42807,0.0727205,0.499209,2121.73,4.57142e-05
64,0.0782157,0.259457,0.662327,2553.36,7.5305e-05
65,0.374383,0.50955,0.116067,2030.83,4.79024e-05
66,0.422632,0.262122,0.315246,1412.14,3.53179e-05
67,0.196136,0.38643,0.417434,1123.17,3.7968e-05
68,0.244726,0.277404,0.47787,808.557,2.85249e-05
69,0.500911,0.241482,0.257607,447.886,1.52971e-05
70,0.442954,0.122925,0.434121,2488.67,5.04946e-05
71,0.517004,0.381739,0.101257,552.081,1.7572e-05
72,0.568015,0.11543,0.316555,2452.18,4.56499e-05
73,0.366582,0.141066,0.492352,934.083,2.77388e-05
74,0.0219712,0.501742,0.476287,2759.66,8.6825e-05
75,0.310648,0.571175,0.118177,2115.59,5.25594e-05
76,0.0702678,0.829451,0.100281,1286.64,5.09476e-05
77,0.555323,0.235847,0.208831,1717.22,3.64666e-05
78,0.349279,0.447907,0.202814,2214.93,5.174e-05
79,0.111917,0.293907,0.594176,435.998,2.16857e-05
80,0.547244,0.0090355,0.443721,531.749,1.64044e-05
81,0.35942,0.60968,0.0309,2152.43,5.0894e-05
82,0.304551,0.314014,0.381434,1213.16,3.55101e-05
83,0.478887,0.188743,0.33237,276.278,1.11759e-05
84,0.273377,0.509225,0.217398,454.79,1.91189e-05
85,0.368461,0.187563,0.443976,878.807,2.66642e-05
86,0.305081,0.234953,0.459966,365.996,1.56388e-05
87,0.633024,0.129393,0.237582,1661.18,3.37192e-05
88,0.275926,0.384292,0.339781,630.212,2.3548e-05
89,0.125793,0.827311,0.0468953,2578.59,7.63307e-05
90,0.229578,0.657699,0.112724,892.076,3.20784e-05
91,0.149738,0.649112,0.20115,2789.49,7.66014e-05
92,0.243695,0.154794,0.601511,1043.05,3.35906e-05
93,0.151375,0.390269,0.458356,1342.04,4.51484e-05
94,0.229887,0.442686,0.327427,250.892,1.32643e-05
95,0.277845,0.486213,0.235942,1807.82,4.84936e-05
96,0.288589,0.574329,0.137082,1988.02,5.15375e-05
97,0.0474375,0.644495,0.308067,600.283,3.02518e-05
98,0.398758,0.205412,0.39583,2950.36,5.90699e-05
99,0.354147,0.29896,0.346893,2655.1,5.75872e-05
100,0.00752721,0.38532,0.607153,1003.51,4.29793e-05
101,0.0304159,0.184398,0.785186,1365.99,5.09548e-05
102,0.477847,0.0778944,0.444258,2115.2,4.39187e-05
103,0.493422,0.453545,0.0530326,1167.16,2.97653e-05
104,0.22941,0.372182,0.398409,2500.45,6.30167e-05
105,0.234798,0.313976,0.451226,2605.82,6.40965e-05
106,0.0101506,0.163371,0.826478,2664.97,8.16746e-05
107,0.162398,0.432696,0.404906,1365.14,4.52879e-05
108,0.443597,0.487986,0.0684166,727.51,2.25254e-05
109,0.0638415,0.38433,0.551829,2647.85,7.96678e-05
110,0.425351,0.0264162,0.548232,2609.76,5.2534e-05
111,0.8586,0.125751,0.0156489,2376.48,3.80182e-05
112,0.560422,0.333361,0.106217,641.47,1.88174e-05
113,0.398811,0.256658,0.344531,1127.41,3.09156e-05
114,0.267563,0.249609,0.482828,2338.21,5.7209e-05
115,0.503211,0.401664,0.095125,1920.88,4.12276e-05
116,0.137354,0.607585,0.255062,2357.62,6.90465e-05
117,0.502158,0.0501653,0.447677,2265.05,4.51064e-05
118,0.341378,0.323995,0.334627,2776.01,6.01671e-05
119,0.489914,0.0343662,0.47572,990.299,2.60015e-05
120,0.319855,0.486208,0.193937,381.15,1.6179e-05
121,0.546227,0.162081,0.291693,1157.04,2.79895e-05
122,0.836158,0.130372,0.0334702,1434.75,2.73901e-05
123,0.31394,0.382682,0.303378,893.271,2.87513e-05
124,0.126236,0.231846,0.641918,1441.83,4.80173e-05
125,0.123757,0.544894,0.33135,242.324,1.47233e-05
126,0.70719,0.0482568,0.244553,2728.54,4.49066e-05
127,0.280615,0.373156,0.346229,1002.94,3.21039e-05
128,0.543382,0.124458,0.33216,1605.79,3.49034e-05
129,0.281854,0.352607,0.365539,397.133,1.70632e-05
130,0.452479,0.51888,0.0286415,2799.16,5.57185e-05
131,0.653923,0.339238,0.00683944,2354.39,4.25944e-05
132,0.0463984,0.441086,0.512516,1581.41,5.73907e-05
133,0.53397,0.0609226,0.405108,2142.46,4.25095e-05
134,0.637452,0.329407,0.0331407,1761.8,3.53758e-05
135,0.467044,0.357734,0.175222,220.77,9.79632e-06
136,0.0249665,0.401639,0.573394,1449.99,5.48671e-05
137,0.172959,0.209133,0.617908,2131.42,5.9286e-05
138,0.0531201,0.616391,0.330489,1497.63,5.61409e-05
139,0.0661336,0.397053,0.536813,2593.65,7.84637e-05
140,0.147972,0.513944,0.338084,1738.58,5.48008e-05
141,0.345273,0.342895,0.311831,967.99,2.93984e-05
142,0.385477,0.0648676,0.549656,320.327,1.31543e-05
143,0.50346,0.281887,0.214653,1527.07,3.5039e-05
144,0.388492,0.508857,0.102651,397.647,1.56874e-05
145,0.144762,0.283161,0.572078,357.333,1.82243e-05
146,0.363275,0.463031,0.173694,1025.43,3.03528e-05
147,0.109331,0.260143,0.630526,564.854,2.58669e-05
148,0.197247,0.473668,0.329086,1379.87,4.39959e-05
149,0.363246,0.181056,0.455697,1393.52,3.65855e-05
150,0.345927,0.597942,0.0561308,2126.41,5.10736e-05
151,0.0729624,0.508476,0.418562,2955.26,8.63012e-05
152,0.32729,0.616884,0.0558263,989.472,3.10003e-05
153,0.205463,0.461248,0.33329,984.243,3.45885e-05
154,0.184514,0.795276,0.0202095,685.779,2.86254e-05
155,0.486596,0.0395888,0.473815,2186.52,4.45153e-05
156,0.377919,0.473346,0.148735,1598.6,4.04998e-05
157,0.0703273,0.595138,0.334535,1957.51,6.59656e-05
158,0.0036763,0.634506,0.361818,468.25,2.6349e-05
159,0.657506,0.0806371,0.261857,1035.37,2.41076e-05
160,0.676441,0.220736,0.102823,1113.26,2.52269e-05
161,0.00707945,0.501902,0.491019,2370.37,7.90182e-05
162,0.244057,0.412646,0.343297,1087.81,3.53456e-05
163,0.398193,0.174117,0.42769,1053.36,2.93688e-05
164,0.173363,0.370548,0.456089,1587.04,4.92421e-05
165,0.279295,0.467974,0.252731,2663.36,6.28982e-05
166,0.486729,0.474908,0.0383627,470.309,1.62153e-05
167,0.536867,0.172731,0.290401,2645.38,4.9242e-05
168,0.456132,0.365879,0.177989,1549.74,3.68772e-05
169,0.423789,0.492631,0.0835807,602.115,2.01458e-05
170,0.968647,0.0278253,0.00352756,1515.17,2.66665e-05
171,0.242768,0.485821,0.27141,1473.19,4.37845e-05
172,0.254977,0.182373,0.56265,2291.73,5.68407e-05
173,0.35129,0.388883,0.259828,530.726,1.95269e-05
174,0.476544,0.404295,0.119161,576.369,1.86577e-05
175,0.703184,0.237173,0.0596429,372.032,1.1898e-05
176,0.73206,0.207005,0.0609352,1725.89,3.28197e-05
177,0.147637,0.818264,0.034099,329.619,1.82e-05
178,0.359155,0.319308,0.321537,1775.84,4.37196e-05
179,0.562308,0.198788,0.238904,1627.28,3.49253e-05
180,0.213555,0.691406,0.0950386,2302.27,6.2471e-05
181,0.665345,0.225768,0.108887,1342.63,2.88095e-05
182,0.506097,0.47279,0.021113,2707.82,5.21048e-05
183,0.394638,0.277699,0.327663,1579.89,3.9042e-05
184,0.598934,0.289726,0.11134,2677.48,4.79445e-05
185,0.44243,0.194522,0.363047,909.204,2.56963e-05
186,0.479509,0.473153,0.0473384,970.938,2.65966e-05
187,0.063297,0.565184,0.371519,2713.74,8.29162e-05
188,0.095375,0.39671,0.507915,1139.4,4.31564e-05
189,0.139473,0.235226,0.625301,1477.22,4.80954e-05
190,0.175725,0.720581,0.103694,1847.41,5.64178e-05
191,0.0569439,0.533354,0.409702,1724.25,6.09321e-05
192,0.101864,0.658453,0.239683,2628.75,7.8238e-05
193,0.484051,0.410018,0.105931,2804.23,5.40286e-05
194,0.411693,0.285537,0.302771,286.603,1.21348e-05
195,0.530977,0.162449,0.306574,2668.09,4.97001e-05
196,0.330208,0.346699,0.323094,795.625,2.6104e-05
197,0.109443,0.421864,0.468693,2160.34,6.59508e-05
198,0.755957,0.0791542,0.164888,953.664,2.16106e-05
199,0.278008,0.312791,0.409201,269.042,1.3103e-05
200,0.0817459,0.316536,0.601718,2661.33,7.76807e-05
201,0.372324,0.323553,0.304123,378.058,1.51616e-05
202,0.438389,0.313337,0.248274,2563.89,5.23761e-05
203,0.119438,0.213471,0.667091,2998.26,7.96895e-05
204,0.473428,0.0251807,0.501392,1390.11,3.30708e-05
205,0.0788886,0.414592,0.506519,2306.75,7.14917e-05
206,0.518717,0.412768,0.0685153,2276.01,4.57385e-05
207,0.419945,0.350855,0.2292,2632.49,5.42711e-05
208,0.325289,0.376067,0.298644,843.85,2.73539e-05
209,0.0639608,0.676852,0.259187,713.923,3.36086e-05
210,0.430491,0.489406,0.0801028,996.193,2.81564e-05
211,0.443482,0.0425583,0.513959,1554.98,3.65307e-05
212,0.36576,0.434098,0.200142,1376.32,3.68859e-05
213,0.272538,0.222748,0.504714,769.953,2.67035e-05
214,0.0940861,0.691914,0.214,2425.44,7.50739e-05
215,0.091064,0.669513,0.239423,586.159,2.84134e-05
216,0.264075,0.443894,0.292031,564.18,2.22176e-05
217,0.163327,0.1358,0.700873,954.463,3.43922e-05
218,0.212668,0.782599,0.0047329,2956.91,7.4797e-05
219,0.401644,0.422652,0.175704,2016.17,4.6249e-05
220,0.0873291,0.516334,0.396337,459.259,2.37067e-05
221,0.012104,0.743192,0.244704,1414.9,5.70886e-05
222,0.239866,0.365675,0.394459,491.321,2.05914e-05
223,0.436758,0.269769,0.293474,205.037,9.47727e-06
224,0.391424,0.0766698,0.531906,634.242,2.08052e-05
225,0.11219,0.250643,0.637167,905.828,3.55821e-05
226,0.00590615,0.308132,0.685962,939.132,4.06594e-05
227,0.381515,0.204105,0.41438,1611.12,3.97967e-05
228,0.479639,0.338618,0.181743,1405.04,3.38352e-05
229,0.240993,0.303876,0.455131,1219.64,3.79601e-05
230,0.238131,0.278465,0.483404,1163.74,3.67955e-05
231,0.300013,0.250478,0.449509,1942.68,4.88427e-05
232,0.401737,0.117697,0.480566,685.568,2.18103e-05
233,0.0505246,0.275513,0.673963,627.734,2.96635e-05
234,0.456174,0.112061,0.431764,2331.49,4.7787e-05
235,0.351621,0.209681,0.438698,2974.79,6.19256e-05
236,0.684092,0.16442,0.151488,1382.02,2.89639e-05
237,0.390474,0.340993,0.268533,2180,4.89433e-05
238,0.520769,0.323722,0.155509,2103.81,4.30698e-05
239,0.528414,0.267342,0.204244,635.532,1.90335e-05
240,0.336609,0.309506,0.353885,1650.5,4.24361e-05
241,0.418532,0.57172,0.0097489,391.499,1.5207e-05
242,0.383216,0.0994402,0.517344,1522.88,3.79648e-05
243,0.293427,0.40784,0.298734,258.793,1.2675e-05
244,0.0954506,0.424529,0.480021,409.965,2.14971e-05
245,0.182569,0.54247,0.274961,1315.45,4.36055e-05
246,0.143312,0.610738,0.24595,1568.89,5.19125e-05
247,0.244805,0.328608,0.426587,682.797,2.55404e-05
248,0.31812,0.452075,0.229805,2437.95,5.68955e-05
249,0.503728,0.110896,0.385376,1228.89,2.99297e-05
250,0.469357,0.494832,0.0358112,787.287,2.32974e-05
251,0.371132,0.603019,0.0258498,1269.63,3.51987e-05
252,0.232089,0.390981,0.37693,309.689,1.52001e-05
253,0.19204,0.286362,0.521598,947.708,3.3648e-05
254,0.293197,0.444624,0.26218,2547.21,6.00443e-05
255,0.172595,0.250512,0.576893,2941.21,7.41809e-05
256,0.538894,0.226691,0.234415,2786.79,5.10973e-05
257,0.280903,0.420446,0.298651,2791.28,6.45682e-05
258,0.376231,0.230628,0.393141,1683.43,4.1264e-05
259,0.358045,0.204425,0.43753,2724.32,5.79833e-05
260,0.282663,0.435647,0.28169,229.497,1.18314e-05
261,0.346344,0.589162,0.0644942,375.287,1.57504e-05
262,0.502912,0.324091,0.172998,464.874,1.57466e-05
263,0.173365,0.11895,0.707685,1908.69,5.44784e-05
264,0.156707,0.391155,0.452138,1707.8,5.28945e-05
265,0.313877,0.38137,0.304753,816.426,2.70481e-05
266,0.273887,0.500957,0.225156,649.518,2.43253e-05
267,0.284094,0.59884,0.117066,613.181,2.33462e-05
268,0.432496,0.27085,0.296654,1744,4.04379e-05
269,0.365917,0.322882,0.3112,2298.48,5.17671e-05
270,0.17345,0.333664,0.492886,2544.4,6.76869e-05
271,0.103957,0.448934,0.447109,2400.34,7.15744e-05
272,0.135486,0.739607,0.124907,1949.16,6.16569e-05
273,0.484143,0.141978,0.373879,1894.62,4.07469e-05
274,0.518215,0.208862,0.272923,403.761,1.40622e-05
275,0.189106,0.0456565,0.765237,559.396,2.30311e-05
276,0.787535,0.182779,0.029686,2345.1,3.9121e-05
277,0.514906,0.242296,0.242798,1566.7,3.52696e-05
278,0.426332,0.280936,0.292732,1999.56,4.46081e-05
279,0.17501,0.610291,0.214699,1280.66,4.34942e-05
280,0.196527,0.665026,0.138447,541.73,2.37274e-05
281,0.49409,0.0814066,0.424503,702.124,2.06128e-05
282,0.420522,0.411495,0.167983,1575.05,3.84874e-05
283,0.457658,0.0589475,0.483395,1009.52,2.7016e-05
284,0.413614,0.466863,0.119522,2992.64,5.99888e-05
285,0.195388,0.42812,0.376492,889.407,3.25445e-05
286,0.405807,0.571693,0.0225001,300.894,1.2861e-05
287,0.614685,0.0491004,0.336214,2272.48,4.1927e-05
288,0.481289,0.0527305,0.465981,1736.04,3.82728e-05
289,0.438174,0.0457772,0.516049,304.21,1.21745e-05
290,0.4957,0.133818,0.370482,542.809,1.73624e-05
291,0.225464,0.53385,0.240686,2689.21,6.74944e-05
292,0.14052,0.338571,0.520909,1306.58,4.46557e-05
293,0.261053,0.719865,0.0190821,2127.75,5.62667e-05
294,0.170876,0.425857,0.403267,522.172,2.32659e-05
295,0.560497,0.33911,0.100393,1082.09,2.678e-05
296,0.215099,0.322585,0.462316,2342.08,6.09521e-05
297,0.0862943,0.173288,0.740418,1070.25,4.07063e-05
298,0.587087,0.38519,0.0277227,925.288,2.37421e-05
299,0.278786,0.195374,0.525839,2170.54,5.3533e-05
300,0.320723,0.432654,0.246622,2134.49,5.17795e-05
301,0.0952135,0.174468,0.730319,2216.3,6.63693e-05
302,0.356462,0.494421,0.149117,1772.45,4.43515e-05
303,0.255936,0.355208,0.388856,419.772,1.81833e-05
304,0.241312,0.336832,0.421856,712.44,2.64039e-05
305,0.150844,0.483866,0.36529,829.282,3.28422e-05
306,0.336818,0.319123,0.344059,2384.09,5.44801e-05
307,0.665357,0.158332,0.176311,1258.25,2.74779e-05
308,0.206885,0.681248,0.111868,219.623,1.27011e-05
309,0.456575,0.0982297,0.445195,1416.18,3.40761e-05
310,0.284699,0.12348,0.591821,1931.18,4.8871e-05
311,0.280662,0.236117,0.483221,2568.86,6.01129e-05
312,0.0671538,0.357051,0.575795,1171.86,4.5216e-05
313,0.382533,0.0780676,0.539399,671.298,2.17815e-05
314,0.171208,0.0966677,0.732124,1325.8,4.2498e-05
315,0.221587,0.380747,0.397665,451.25,1.98367e-05
316,0.0816986,0.536023,0.382278,2076.18,6.72642e-05
317,0.247994,0.287552,0.464454,632.876,2.40888e-05
318,0.350402,0.296267,0.353332,2329.58,5.28725e-05
319,0.0121917,0.435045,0.552763,373.49,2.18403e-05
320,0.618175,0.180465,0.20136,2612.68,4.6297e-05
321,0.31303,0.268964,0.418006,1122.83,3.33023e-05
322,0.0396389,0.645827,0.314534,1316.76,5.2334e-05
323,0.358626,0.312671,0.328703,429.389,1.67097e-05
324,0.160961,0.554374,0.284664,1052.73,3.84719e-05
325,0.388571,0.327269,0.284159,631.948,2.11812e-05
326,0.266388,0.382062,0.35155,665.151,2.46573e-05
327,0.778996,0.0829816,0.138023,2060.11,3.5842e-05
328,0.312882,0.468206,0.218912,269.935,1.28685e-05
329,0.0142991,0.538214,0.447486,1462.14,5.66643e-05
330,0.489126,0.182705,0.328169,1864.7,4.02675e-05
331,0.468866,0.337091,0.194043,257.827,1.08495e-05
332,0.0267204,0.277946,0.695333,1849.99,6.37428e-05
333,0.619594,0.0145434,0.365862,1861.8,3.64775e-05
334,0.0257632,0.112651,0.861586,2923.14,8.55465e-05
335,0.527655,0.42879,0.0435549,749.746,2.15041e-05
336,0.217868,0.463762,0.31837,1551.32,4.6511e-05
337,0.349049,0.328912,0.32204,2484.78,5.54398e-05
338,0.459778,0.212802,0.32742,606.699,1.93148e-05
339,0.307829,0.109234,0.582937,381.065,1.58716e-05
340,0.611633,0.148636,0.239731,1011.41,2.44846e-05
341,0.353719,0.176957,0.469324,1255.78,3.43709e-05
342,0.417868,0.388791,0.193342,1407.34,3.56872e-05
343,0.593832,0.0758973,0.330271,1457.25,3.15366e-05
344,0.476748,0.0540431,0.469209,2621.96,5.074e-05
345,0.417645,0.473836,0.10852,2480.34,5.26798e-05
346,0.198286,0.37757,0.424145,2940.03,7.28933e-05
347,0.274973,0.38097,0.344057,1782.11,4.77391e-05
348,0.490357,0.303926,0.205718,1058.68,2.76637e-05
349,0.38258,0.0266118,0.590808,356.439,1.41353e-05
350,0.245025,0.156699,0.598276,1089.55,3.45607e-05
351,0.166761,0.300228,0.533011,2973.81,7.56215e-05
352,0.523563,0.403644,0.0727931,2561.11,4.93283e-05
353,0.536801,0.205846,0.257353,2861.57,5.20287e-05
354,0.695831,0.0820674,0.222102,200.453,7.81637e-06
355,0.32637,0.598309,0.0753202,1194.36,3.51983e-05
356,0.287818,0.250487,0.461695,1309.45,3.78162e-05
357,0.234373,0.593945,0.171682,1548.64,4.61632e-05
358,0.409783,0.546355,0.0438629,2115.33,4.78638e-05
359,0.170627,0.585574,0.243799,239.135,1.38858e-05
360,0.421731,0.180614,0.397655,2165.62,4.69331e-05
361,0.602209,0.0786316,0.319159,1218.89,2.78176e-05
362,0.117996,0.286305,0.595698,510.33,2.39668e-05
363,0.752534,0.0460466,0.201419,919.827,2.10947e-05
364,0.172811,0.641808,0.185381,636.044,2.71456e-05
365,0.44103,0.179907,0.379064,1514.14,3.628e-05
366,0.406263,0.468881,0.124856,308.166,1.29693e-05
367,0.357612,0.46662,0.175768,277.84,1.25993e-05
368,0.170024,0.291805,0.538171,2616.85,6.89836e-05
369,0.314417,0.597667,0.0879155,2791.79,6.33362e-05
370,0.314568,0.0747373,0.610695,2201.37,5.17069e-05
371,0.176228,0.367491,0.456281,1180.93,4.01089e-05
372,0.514873,0.376385,0.108741,1728.18,3.80015e-05
373,0.191776,0.396901,0.411323,1328.51,4.28223e-05
374,0.365564,0.324308,0.310128,1890.34,4.53661e-05
375,0.63343,0.0700068,0.296563,1151.44,2.62512e-05
376,0.313787,0.143838,0.542375,1678.94,4.3291e-05
377,0.738815,0.203141,0.0580434,497.931,1.41757e-05
378,0.243896,0.688448,0.067656,2322.54,6.06894e-05
379,0.363332,0.295688,0.340981,1231.52,3.39322e-05
380,0.632693,0.0548032,0.312504,449.79,1.39332e-05
381,0.404825,0.510536,0.0846387,2278.6,5.0419e-05
382,0.0673773,0.502991,0.429632,2404.39,7.53588e-05
383,0.495132,0.424791,0.0800774,1711.02,3.84164e-05
384,0.33791,0.477989,0.184101,2289.26,5.36014e-05
385,0.395289,0.385484,0.219227,1394.79,3.61425e-05
386,0.243328,0.345502,0.41117,1609.94,4.59045e-05
387,0.385419,0.452213,0.162368,942.637,2.80949e-05
388,0.442592,0.385905,0.171503,236.22,1.04655e-05
389,0.377065,0.594791,0.0281438,1527.97,3.96644e-05
390,0.115598,0.556775,0.327627,2481.81,7.30712e-05
391,0.331312,0.563214,0.105475,2849.21,6.29844e-05
392,0.41004,0.117226,0.472733,1477.43,3.64216e-05
393,0.38027,0.532193,0.087537,1873.13,4.51885e-05
394,0.468393,0.306386,0.225221,515.092,1.72876e-05
395,0.876877,0.0447143,0.0784092,439.391,1.21005e-05
396,0.0508622,0.306813,0.642325,2847.87,8.41337e-05
397,0.260742,0.0997782,0.63948,2863.48,6.52815e-05
398,0.0694739,0.0531363,0.87739,2730.54,7.77019e-05
399,0.7299,0.268297,0.00180283,2149.26,3.81997e-05
400,0.134064,0.664748,0.201188,1534.72,5.20306e-05
401,0.0326441,0.793653,0.173703,2619.78,8.63019e-05
402,0.00415918,0.465915,0.529926,2669.52,8.54739e-05
403,0.13054,0.709482,0.159977,1953.59,6.1935e-05
404,0.587492,0.1881,0.224407,416.031,1.36916e-05
405,0.154815,0.559249,0.285936,1817.13,5.62796e-05
406,0.495974,0.263038,0.240988,2046.81,4.2885e-05
407,0.620478,0.292626,0.0868962,1837.62,3.67042e-05
408,0.12606,0.391361,0.482579,1476.56,4.96646e-05
409,0.243359,0.328806,0.427835,2795.46,6.67047e-05
410,0.34012,0.21796,0.44192,303.442,1.33257e-05
411,0.655032,0.252498,0.0924698,2978.33,4.96289e-05
412,0.226624,0.271336,0.50204,1840.54,5.08473e-05
413,0.432321,0.354848,0.212831,1538.94,3.73777e-05
414,0.626079,0.229395,0.144525,1486.59,3.15977e-05
415,0.265718,0.642346,0.0919367,2065.16,5.44878e-05
416,0.263691,0.241683,0.494626,939.442,3.08882e-05
417,0.197626,0.769745,0.0326295,2141.29,6.10548e-05
418,0.565182,0.255443,0.179375,2590.28,4.78502e-05
419,0.533656,0.347438,0.118906,1378.58,3.21346e-05
420,0.312083,0.340342,0.347575,1262.83,3.6304e-05
421,0.19905,0.50364,0.29731,522.492,2.27243e-05
422,0.76792,0.144149,0.0879311,2940.7,4.59234e-05
423,0.0796244,0.318284,0.602091,2078.84,6.57547e-05
424,0.353555,0.482795,0.16365,2970.25,6.30372e-05
425,0.00714086,0.339533,0.653326,1893.76,6.61917e-05
426,0.211584,0.786088,0.00232853,2886.22,7.36947e-05
427,0.216385,0.371331,0.412285,2877.29,7.03341e-05
428,0.452873,0.144266,0.40286,2599.41,5.16739e-05
429,0.345569,0.273739,0.380692,1869.2,4.5667e-05
430,0.422195,0.1717,0.406105,2913.46,5.73041e-05
431,0.482364,0.427065,0.0905706,910.748,2.53402e-05
432,0.127272,0.50162,0.371108,390.962,2.02379e-05
433,0.310807,0.389895,0.299298,743.125,2.54675e-05
434,0.366991,0.129836,0.503173,2758.11,5.7689e-05
435,0.44611,0.461971,0.0919188,1782.97,4.11311e-05
436,0.426606,0.146782,0.426611,600.161,1.95813e-05
437,0.370571,0.431315,0.198114,2655.1,5.73001e-05
438,0.163985,0.703112,0.132903,1057.99,3.90617e-05
439,0.44474,0.176505,0.378755,1313.49,3.28526e-05
440,0.195399,0.426518,0.378083,2163.39,5.96216e-05
441,0.513432,0.418578,0.0679896,884.818,2.42764e-05
442,0.648752,0.0855782,0.26567,701.676,1.86526e-05
443,0.0915864,0.331287,0.577127,455.97,2.29713e-05
444,0.316249,0.56063,0.123122,1317.66,3.78798e-05
445,0.258479,0.349153,0.392369,396.214,1.74294e-05
446,0.719193,0.217883,0.0629236,1900.01,3.52778e-05
447,0.405662,0.227875,0.366463,2690.16,5.52575e-05
448,0.223473,0.459784,0.316743,1549.2,4.61631e-05
449,0.406833,0.142023,0.451144,1589.1,3.84291e-05
450,0.0447548,0.593819,0.361426,1216.93,4.8976e-05
451,0.665166,0.334404,0.000429344,2417.54,4.30562e-05
452,0.324519,0.434471,0.24101,329.664,1.45391e-05
453,0.0849044,0.106677,0.808418,550.24,2.56416e-05
454,0.386224,0.0475661,0.566209,2810.78,5.71313e-05
455,0.375187,0.46559,0.159223,1569.1,4.00663e-05
456,0.248871,0.443303,0.307826,1340.93,4.06508e-05
457,0.492076,0.149603,0.358321,1243.33,3.04953e-05
458,0.711013,0.200922,0.0880654,2127.78,3.82088e-05
459,0.22745,0.638697,0.133853,1292.8,4.13134e-05
460,0.184837,0.358141,0.457022,1910.15,5.50737e-05
461,0.262784,0.327925,0.409291,357.045,1.61397e-05
462,0.403493,0.187696,0.408811,1909.57,4.3776e-05
463,0.276734,0.355374,0.367892,1620.64,4.45803e-05
464,0.0581437,0.145666,0.79619,2158.46,6.76626e-05
465,0.131482,0.499562,0.368955,918.227,3.60871e-05
