j,H2,O2,N2,T,mu
2803,0.31468,0.636588,0.048732,2826.05,6.40466e-05
2804,0.256382,0.117156,0.626462,2251.52,5.57681e-05
2805,0.203931,0.604843,0.191226,791.182,3.02743e-05
2806,0.358491,0.311728,0.32978,255.813,1.17654e-05
2807,0.547322,0.256895,0.195783,337.521,1.22538e-05
2808,0.33789,0.144632,0.517478,1487.7,3.90088e-05
2809,0.11024,0.498725,0.391034,2713.36,7.76772e-05
2810,0.299435,0.381656,0.318909,2807.14,6.34099e-05
2811,0.265173,0.305696,0.429131,2824.01,6.55092e-05
2812,0.299582,0.418976,0.281441,2939.18,6.56084e-05
2813,0.565769,0.211648,0.222583,2851.01,5.08949e-05
2814,0.315572,0.402678,0.28175,1337.99,3.78181e-05
2815,0.498317,0.41835,0.0833332,749.413,2.19407e-05
2816,0.0340784,0.38151,0.584411,2301.4,7.46059e-05
2817,0.113159,0.527757,0.359084,2523.81,7.38975e-05
2818,0.44806,0.290363,0.261577,441.281,1.57967e-05
2819,0.474857,0.443092,0.0820518,279.827,1.14961e-05
2820,0.331219,0.427934,0.240847,1460.03,3.96106e-05
2821,0.926025,0.0697366,0.00423787,1968.36,3.24169e-05
2822,0.289973,0.515078,0.194949,2875.05,6.57844e-05
2823,0.291731,0.302954,0.405315,808.665,2.72763e-05
2824,0.108773,0.348829,0.542399,2890.95,7.99063e-05
2825,0.718119,0.0480822,0.233799,268.612,9.3884e-06
2826,0.32072,0.26825,0.41103,2306.87,5.38772e-05
2827,0.091605,0.559558,0.348837,641.188,2.98015e-05
2828,0.637791,0.0957801,0.266429,2372.15,4.26592e-05
2829,0.437354,0.328521,0.234125,405.954,1.50935e-05
2830,0.442746,0.123217,0.434037,2072.94,4.46333e-05
2831,0.619844,0.17771,0.202445,427.966,1.36713e-05
2832,0.449151,0.470189,0.0806594,2209.96,4.74645e-05
2833,0.261892,0.590548,0.14756,217.346,1.17964e-05
2834,0.220264,0.329328,0.450408,914.435,3.19734e-05
2835,0.00606127,0.633047,0.360892,888.79,4.09406e-05
2836,0.47499,0.157622,0.367389,2638.89,5.13696e-05
2837,0.617418,0.235898,0.146683,1609.05,3.352e-05
2838,0.382329,0.0731308,0.54454,465.687,1.70007e-05
2839,0.470231,0.253075,0.276694,2343.39,4.78769e-05
2840,0.480616,0.214949,0.304435,764.228,2.22302e-05
2841,0.307584,0.57142,0.120996,2553.41,5.98972e-05
2842,0.366095,0.033342,0.600563,1867.38,4.40185e-05
2843,0.182629,0.660298,0.157073,974.985,3.59716e-05
2844,0.1798,0.502114,0.318086,745.459,2.95837e-05
2845,0.0199412,0.696601,0.283458,2425.73,8.17337e-05
2846,0.54946,0.132275,0.318265,1440.61,3.23209e-05
2847,0.209974,0.144735,0.64529,363.501,1.6957e-05
2848,0.498366,0.331864,0.16977,2498.45,4.91927e-05
2849,0.685757,0.160672,0.153572,1847.61,3.51723e-05
2850,0.184684,0.293971,0.521345,2723.93,6.97223e-05
2851,0.215179,0.337663,0.447158,2226.79,5.897e-05
2852,0.343347,0.419017,0.237636,966.927,2.96007e-05
2853,0.0139935,0.521588,0.464418,2913.06,9.0927e-05
2854,0.386398,0.0455776,0.568024,2172.09,4.79683e-05
2855,0.32148,0.435358,0.243162,1904.8,4.79074e-05
2856,0.236057,0.374777,0.389166,678.769,2.57768e-05
2857,0.554296,0.288788,0.156916,2861.75,5.16603e-05
2858,0.0943906,0.495214,0.410396,760.068,3.31218e-05
2859,0.642047,0.048461,0.309492,2491.07,4.38609e-05
2860,0.223019,0.459108,0.317873,843.684,3.05412e-05
2861,0.0870368,0.673833,0.23913,2203.26,7.07668e-05
2862,0.197621,0.50986,0.29252,1330.04,4.30389e-05
2863,0.110731,0.48602,0.403248,1489.34,5.14241e-05
2864,0.310173,0.475981,0.213846,2159.17,5.29076e-05
2865,0.402435,0.163035,0.43453,616.494,2.03513e-05
2866,0.316715,0.149088,0.534197,2853.94,6.18995e-05
2867,0.202195,0.325386,0.472419,1907.63,5.37845e-05
2868,0.378225,0.343772,0.278004,2169.14,4.93115e-05
2869,0.00885233,0.71424,0.276908,483.439,2.71742e-05
2870,0.715696,0.0289006,0.255403,1433.62,2.89641e-05
2871,0.493809,0.00817663,0.498015,2096.81,4.29613e-05
2872,0.404465,0.537932,0.0576033,1343.96,3.53554e-05
2873,0.432822,0.018164,0.549014,2128.18,4.54683e-05
2874,0.359041,0.345521,0.295438,623.289,2.15539e-05
2875,0.0674919,0.913041,0.0194673,1445.11,5.59592e-05
2876,0.251493,0.338943,0.409564,1124.1,3.56303e-05
2877,0.211155,0.653477,0.135368,431.007,1.9951e-05
2878,0.176291,0.559329,0.26438,643.785,2.70322e-05
2879,0.191157,0.378081,0.430763,1458,4.55731e-05
2880,0.118337,0.621144,0.260518,557.754,2.64272e-05
2881,0.38677,0.445287,0.167943,1277.53,3.44564e-05
2882,0.530996,0.252661,0.216343,1056.92,2.67547e-05
2883,0.239304,0.459814,0.300883,2899.27,6.94844e-05
2884,0.0570405,0.492202,0.450758,207.144,1.41448e-05
2885,0.0635674,0.0929047,0.843528,1153.95,4.34968e-05
2886,0.311747,0.343157,0.345097,2010.22,4.97923e-05
2887,0.439702,0.307582,0.252716,1754.19,4.04646e-05
2888,0.340233,0.631579,0.0281874,2603.13,5.90507e-05
2889,0.400251,0.372582,0.227168,2835.2,5.8111e-05
2890,0.402223,0.0443111,0.553466,1552.17,3.77072e-05
2891,0.159273,0.574564,0.266163,1157.69,4.12184e-05
2892,0.593493,0.269333,0.137174,2381.07,4.44049e-05
2893,0.179843,0.52684,0.293316,1296.66,4.32505e-05
2894,0.28695,0.270509,0.442541,528.527,2.04754e-05
2895,0.00690181,0.458251,0.534848,909.321,4.05722e-05
2896,0.100598,0.208916,0.690486,1040.17,3.9448e-05
2897,0.0385523,0.452873,0.508575,2158.93,7.17576e-05
2898,0.493311,0.177653,0.329036,708.544,2.08787e-05
2899,0.383124,0.00719046,0.609685,1587.9,3.8801e-05
2900,0.473505,0.165927,0.360567,1703.97,3.8291e-05
2901,0.00822847,0.75999,0.231782,356.769,2.21896e-05
2902,0.335902,0.3141,0.349998,2499.15,5.62754e-05
2903,0.517914,0.185735,0.296351,2710.53,5.07716e-05
2904,0.377497,0.315993,0.30651,2429.14,5.31662e-05
2905,0.429031,0.25437,0.316598,1005.76,2.79161e-05
2906,0.440549,0.0871118,0.472339,615.762,1.96307e-05
2907,0.218873,0.361828,0.419299,588.172,2.37846e-05
2908,0.265042,0.194454,0.540504,2644.31,6.20671e-05
2909,0.288121,0.462498,0.249381,2295.7,5.6325e-05
2910,0.297951,0.386661,0.315388,1139.38,3.44514e-05
2911,0.367398,0.216576,0.416026,2798.79,5.86148e-05
2912,0.538727,0.0429218,0.418351,1707.16,3.63119e-05
2913,0.347067,0.124992,0.527941,2079.32,4.84718e-05
2914,0.291886,0.532843,0.175271,738.558,2.61372e-05
2915,0.0347864,0.480508,0.484705,1005.92,4.27455e-05
2916,0.31045,0.537274,0.152275,734.506,2.55786e-05
2917,0.212596,0.236559,0.550845,1884.7,5.22995e-05
2918,0.501482,0.0913434,0.407175,1166.04,2.88983e-05
2919,0.282716,0.432801,0.284483,1426.72,4.09026e-05
2920,0.523375,0.0334044,0.44322,2032.58,4.1259e-05
2921,0.475947,0.359695,0.164358,1251.66,3.14246e-05
2922,0.182255,0.288139,0.529606,1034.21,3.61086e-05
2923,0.496493,0.288273,0.215234,1658.54,3.72525e-05
2924,0.219048,0.385346,0.395606,1430.42,4.36368e-05
2925,0.334096,0.378958,0.286946,929.797,2.89818e-05
2926,0.386515,0.288443,0.325042,1411.98,3.6462e-05
2927,0.175955,0.358753,0.465292,1782.69,5.30833e-05
2928,0.207159,0.685017,0.107824,1849.59,5.41913e-05
2929,0.150259,0.539688,0.310053,369.364,1.90321e-05
2930,0.466023,0.352636,0.18134,2116.33,4.51301e-05
2931,0.619839,0.0914671,0.288694,2165.86,4.05577e-05
2932,0.15604,0.350781,0.493179,2429.07,6.70475e-05
2933,0.304986,0.335153,0.359861,392.07,1.65212e-05
2934,0.237734,0.625536,0.13673,1706,4.92621e-05
2935,0.265796,0.557659,0.176545,1624.61,4.59491e-05
2936,0.0485377,0.0426536,0.908809,1201.74,4.51096e-05
2937,0.159821,0.398121,0.442058,2474.29,6.79212e-05
2938,0.591537,0.123821,0.284642,1097.34,2.61585e-05
2939,0.228059,0.371292,0.400649,330.603,1.59293e-05
2940,0.0853761,0.19121,0.723414,262.354,1.55782e-05
2941,0.13381,0.197886,0.668304,907.028,3.45519e-05
2942,0.790457,0.0573036,0.15224,2557.41,4.11542e-05
2943,0.253999,0.532169,0.213832,707.819,2.63945e-05
2944,0.280066,0.269047,0.450887,2699.25,6.2376e-05
2945,0.537418,0.269747,0.192836,2845.22,5.20069e-05
2946,0.427755,0.42429,0.147954,997.74,2.81215e-05
2947,0.360455,0.181652,0.457893,1339.24,3.57026e-05
2948,0.246277,0.516599,0.237124,2112.15,5.58787e-05
2949,0.0473658,0.639401,0.313233,248.114,1.64756e-05
2950,0.450334,0.0503057,0.49936,2612.82,5.16348e-05
2951,0.866964,0.0111817,0.121855,727.956,1.70293e-05
2952,0.350592,0.257162,0.392246,839.005,2.63834e-05
2953,0.823585,0.0753976,0.101017,2187.24,3.64797e-05
2954,0.370625,0.419256,0.210118,2053.9,4.81101e-05
2955,0.333356,0.118858,0.547786,2130,4.98624e-05
2956,0.507141,0.341222,0.151637,341.436,1.27609e-05
2957,0.380086,0.548139,0.0717749,2422.81,5.38599e-05
2958,0.439226,0.49451,0.0662636,564.285,1.90454e-05
2959,0.744378,0.13672,0.118903,664.265,1.70987e-05
2960,0.171636,0.419776,0.408588,1500.43,4.77223e-05
2961,0.108866,0.551173,0.339961,1913.43,6.1635e-05
2962,0.169302,0.596125,0.234573,558.61,2.48316e-05
2963,0.402505,0.260714,0.336781,956.381,2.75814e-05
2964,0.539626,0.272466,0.187909,787.082,2.1826e-05
2965,0.317621,0.313921,0.368458,1023.46,3.12497e-05
2966,0.414927,0.517243,0.0678305,448.196,1.66485e-05
2967,0.293349,0.354541,0.35211,1599.7,4.34566e-05
2968,0.146428,0.386326,0.467246,2288.66,6.53569e-05
2969,0.171477,0.4084,0.420123,2431.62,6.62693e-05
2970,0.273945,0.323727,0.402328,2412.39,5.842e-05
2971,0.0880322,0.647586,0.264382,2641.36,7.97766e-05
2972,0.261143,0.159242,0.579616,2670.96,6.25541e-05
2973,0.44473,0.278491,0.276779,207.635,9.50616e-06
2974,0.417252,0.248477,0.334271,2293.18,4.91946e-05
2975,0.256708,0.553242,0.19005,1282.67,3.94959e-05
2976,0.117286,0.260226,0.622488,1824.38,5.71671e-05
2977,0.346921,0.329856,0.323223,474.619,1.80917e-05
2978,0.371503,0.262798,0.365699,1865.02,4.45155e-05
2979,0.333374,0.257089,0.409537,817.071,2.63179e-05
2980,0.330808,0.449579,0.219614,1207.85,3.4905e-05
2981,0.424414,0.424274,0.151312,2847.97,5.73155e-05
2982,0.22208,0.356474,0.421446,200.459,1.1388e-05
2983,0.216918,0.0242801,0.758802,2712.98,6.54319e-05
2984,0.318172,0.330867,0.350961,2978.71,6.45494e-05
2985,0.467059,0.337001,0.19594,1963.7,4.28261e-05
2986,0.109246,0.43988,0.450874,238.453,1.46311e-05
2987,0.221637,0.195582,0.582781,2300.59,5.90969e-05
2988,0.110219,0.452438,0.437343,925.607,3.70211e-05
2989,0.46373,0.0583149,0.477955,2284.9,4.67036e-05
2990,0.304835,0.354213,0.340952,2429.6,5.70565e-05
2991,0.109337,0.756545,0.134118,2658.06,7.8978e-05
2992,0.326265,0.43651,0.237224,1776.16,4.54839e-05
2993,0.318263,0.203521,0.478216,1204.74,3.4581e-05
2994,0.148125,0.440617,0.411258,1763.79,5.49069e-05
2995,0.432967,0.48335,0.0836833,2926.8,5.82068e-05
2996,0.345734,0.49099,0.163275,1346.88,3.71792e-05
2997,0.170532,0.508613,0.320854,773.177,3.06754e-05
2998,0.216612,0.392878,0.390511,2563.66,6.51331e-05
2999,0.531981,0.0189323,0.449087,1375.35,3.14838e-05
3000,0.437743,0.388108,0.174149,2809.44,5.60301e-05
3001,0.389231,0.411399,0.199369,2868.8,5.93037e-05
3002,0.243628,0.337348,0.419024,2076.26,5.45159e-05
3003,0.181327,0.581443,0.23723,582.474,2.51589e-05
3004,0.195984,0.275691,0.528325,2975.86,7.29801e-05
3005,0.330793,0.445386,0.223821,296.166,1.34543e-05
3006,0.156569,0.0821432,0.761288,2227.57,6.14645e-05
3007,0.3084,0.284895,0.406704,2925.65,6.41393e-05
3008,0.529614,0.351441,0.118944,2720.39,5.09902e-05
3009,0.164773,0.109581,0.725646,2939.27,7.37813e-05
3010,0.569358,0.313616,0.117027,232.136,9.41617e-06
3011,0.51902,0.132076,0.348904,688.556,2.00537e-05
3012,0.0206672,0.5802,0.399133,1664.41,6.20186e-05
3013,0.150601,0.325108,0.524291,1760.18,5.40163e-05
3014,0.396833,0.0534746,0.549693,1998.81,4.49746e-05
3015,0.395978,0.358892,0.24513,1460.9,3.72002e-05
3016,0.389353,0.207253,0.403394,2799.72,5.74777e-05
3017,0.219562,0.488863,0.291575,1760.64,5.07177e-05
3018,0.568571,0.176416,0.255013,1997.04,3.98762e-05
3019,0.167708,0.483735,0.348557,2828.09,7.43522e-05
3020,0.0341771,0.305431,0.660392,1247.65,4.84753e-05
3021,0.237115,0.738717,0.0241677,267.712,1.41371e-05
3022,0.463947,0.278801,0.257253,2993.06,5.68545e-05
3023,0.0207124,0.634008,0.34528,1245.17,5.11586e-05
3024,0.402671,0.0340941,0.563235,1337.05,3.40493e-05
3025,0.0457598,0.254382,0.699859,2676.3,8.05082e-05
3026,0.477965,0.263361,0.258674,2699.5,5.24029e-05
3027,0.506616,0.387838,0.105546,2533.26,4.9527e-05
3028,0.237217,0.440364,0.322419,1386.25,4.20905e-05
3029,0.422683,0.228846,0.348471,659.678,2.10579e-05
3030,0.55977,0.320364,0.119866,1647.13,3.55282e-05
3031,0.217113,0.634288,0.1486,1983.75,5.59155e-05
3032,0.617582,0.0487926,0.333626,1145.83,2.63863e-05
3033,0.410652,0.218837,0.370511,1799.57,4.18959e-05
3034,0.543169,0.142184,0.314647,902.836,2.36971e-05
3035,0.402914,0.0941775,0.502908,1805.64,4.18937e-05
3036,0.131667,0.749103,0.11923,1884.43,6.06075e-05
3037,0.595736,0.361561,0.042703,2195.8,4.22082e-05
3038,0.418571,0.337172,0.244256,1789.37,4.18066e-05
3039,0.267755,0.691275,0.0409698,1042.42,3.43176e-05
3040,0.600384,0.124032,0.275584,460.064,1.44812e-05
3041,0.522419,0.455629,0.0219521,2118.73,4.35803e-05
3042,0.0562597,0.743523,0.200217,848.419,3.84964e-05
3043,0.551893,0.394425,0.0536814,249.14,1.00381e-05
3044,0.647317,0.201972,0.150711,2888.63,4.87111e-05
3045,0.675709,0.0495198,0.274771,1264.72,2.72501e-05
3046,0.388037,0.0169737,0.594989,2369.87,5.07104e-05
3047,0.500959,0.14809,0.350951,1602.43,3.59584e-05
3048,0.176619,0.486429,0.336952,1410.68,4.57962e-05
3049,0.585517,0.387027,0.0274564,2245.13,4.31978e-05
3050,0.199356,0.159601,0.641043,1643.78,4.79964e-05
3051,0.456359,0.365155,0.178486,919.443,2.59083e-05
3052,0.435869,0.417606,0.146526,253.727,1.10652e-05
3053,0.401756,0.329478,0.268766,1879.17,4.38028e-05
3054,0.441335,0.127043,0.431622,594.821,1.92168e-05
3055,0.526681,0.429542,0.043777,834.788,2.31379e-05
3056,0.33072,0.368729,0.300551,1844.71,4.62242e-05
3057,0.414803,0.269988,0.315209,1767.17,4.139e-05
3058,0.364921,0.366812,0.268267,835.789,2.61985e-05
3059,0.365447,0.481265,0.153288,1475.71,3.88173e-05
3060,0.38127,0.44865,0.17008,1370.88,3.63241e-05
3061,0.580807,0.0658915,0.353302,1673.2,3.48846e-05
3062,0.338613,0.556835,0.104552,2212.79,5.26683e-05
3063,0.0436658,0.503852,0.452483,2830.61,8.65687e-05
3064,0.463141,0.306698,0.230161,906.33,2.54255e-05
3065,0.192187,0.36254,0.445273,423.234,1.95666e-05
3066,0.364653,0.297081,0.338266,2211.77,5.03967e-05
3067,0.519982,0.0292287,0.450789,1789.93,3.79467e-05
3068,0.012476,0.551883,0.435641,302.267,1.91796e-05
3069,0.34587,0.315424,0.338706,1170.21,3.3344e-05
3070,0.403881,0.161304,0.434815,1103.95,3.01472e-05
3071,0.321613,0.186524,0.491864,1599.01,4.17161e-05
3072,0.276057,0.359419,0.364524,2343.6,5.73315e-05
3073,0.152537,0.296622,0.550841,1157.08,4.03539e-05
3074,0.514677,0.067903,0.41742,2051.07,4.18547e-05
3075,0.0445929,0.795436,0.159972,420.792,2.42487e-05
3076,0.259075,0.206437,0.534488,2809.84,6.51454e-05
3077,0.323489,0.213092,0.463418,1178.8,3.39346e-05
3078,0.326399,0.338963,0.334638,721.444,2.44991e-05
3079,0.336203,0.184848,0.47895,1801.68,4.46214e-05
3080,0.607462,0.200907,0.191631,1290.42,2.90129e-05
3081,0.271816,0.210387,0.517797,2880.74,6.54208e-05
3082,0.527174,0.464463,0.00836355,2720.54,5.14393e-05
3083,0.535156,0.168028,0.296815,260.133,1.03071e-05
3084,0.561094,0.141596,0.29731,616.88,1.81114e-05
3085,0.11819,0.440059,0.441751,515.532,2.45424e-05
3086,0.210075,0.461803,0.328122,1214.77,3.97145e-05
3087,0.227648,0.535614,0.236738,500.327,2.14472e-05
3088,0.149896,0.11181,0.738294,1758.14,5.28487e-05
3089,0.632906,0.221313,0.145781,1263.91,2.81956e-05
3090,0.0339614,0.497378,0.468661,889.6,3.9398e-05
3091,0.371378,0.399035,0.229588,1095.87,3.13717e-05
3092,0.0802323,0.389479,0.530289,2561.79,7.64695e-05
3093,0.352318,0.466954,0.180729,2416.03,5.48032e-05
3094,0.368281,0.3858,0.245919,1958.48,4.65669e-05
3095,0.166065,0.552152,0.281783,2069.21,6.06203e-05
3096,0.280352,0.426941,0.292707,1284.06,3.81511e-05
3097,0.118306,0.381007,0.500687,1670.71,5.44819e-05
3098,0.532413,0.394453,0.0731342,1243.68,3.00909e-05
3099,0.302307,0.26578,0.431912,2636.84,6.00357e-05
3100,0.0580107,0.479033,0.462956,1672.21,5.91852e-05
3101,0.40968,0.0194236,0.570897,1963.93,4.38716e-05
3102,0.206075,0.528152,0.265773,2033.3,5.70114e-05
3103,0.163925,0.269194,0.56688,1016.64,3.63643e-05
3104,0.378246,0.111252,0.510502,1407.43,3.6174e-05
3105,0.423346,0.0355263,0.541128,1125.65,2.98117e-05
3106,0.0165505,0.605166,0.378284,1569.51,5.99554e-05
3107,0.78225,0.151253,0.0664973,2355.27,3.92809e-05
3108,0.464485,0.449379,0.0861356,584.309,1.90605e-05
3109,0.335444,0.224187,0.440369,2507.9,5.60442e-05
3110,0.590035,0.125503,0.284461,2725.46,4.83453e-05
3111,0.345259,0.431233,0.223508,1424.46,3.84571e-05
3112,0.0207153,0.26117,0.718115,841.378,3.71394e-05
3113,0.342039,0.560714,0.0972473,1132.88,3.33591e-05
3114,0.448842,0.120531,0.430627,459.858,1.60495e-05
3115,0.475363,0.474139,0.0504979,809.681,2.36019e-05
3116,0.0318683,0.462299,0.505833,2950.83,8.96496e-05
3117,0.254857,0.462042,0.283101,359.09,1.65245e-05
3118,0.368416,0.227916,0.403668,1560.01,3.94499e-05
3119,0.747111,0.195484,0.0574051,553.901,1.51561e-05
3120,0.288241,0.334067,0.377692,1007.46,3.18556e-05
3121,0.32037,0.269,0.410629,682.105,2.35865e-05
3122,0.286835,0.366851,0.346314,1370.15,3.94127e-05
3123,0.498888,0.409904,0.0912081,2527.2,4.98014e-05
3124,0.0654485,0.505302,0.42925,2635.67,8.04642e-05
3125,0.176158,0.613083,0.210759,334.006,1.73781e-05
3126,0.12436,0.495581,0.380059,1194.35,4.3543e-05
3127,0.433552,0.096411,0.470037,2341.46,4.87299e-05
3128,0.399283,0.326493,0.274224,2153.28,4.81213e-05
3129,0.482979,0.226617,0.290404,2547.85,5.00864e-05
3130,0.395653,0.568567,0.0357804,1073.7,3.06712e-05
3131,0.562265,0.272578,0.165157,1353.91,3.09883e-05
3132,0.300539,0.385269,0.314192,1066.64,3.2856e-05
3133,0.465255,0.148807,0.385938,1177.55,2.99835e-05
3134,0.256509,0.501021,0.242471,2267.69,5.79209e-05
3135,0.106297,0.425641,0.468062,2224.36,6.75678e-05
3136,0.339878,0.323338,0.336783,2462.36,5.55456e-05
3137,0.467043,0.0375658,0.495391,1621.11,3.68945e-05
3138,0.134866,0.22576,0.639374,2662.83,7.22514e-05
3139,0.301595,0.333996,0.364409,1362.99,3.86024e-05
3140,0.182158,0.477803,0.340039,2649.73,6.98676e-05
3141,0.0415201,0.459567,0.498913,454.405,2.4529e-05
3142,0.472998,0.373841,0.153161,1393.36,3.3893e-05
3143,0.424842,0.114029,0.461128,522.444,1.78127e-05
3144,0.415689,0.235242,0.349069,275.718,1.17421e-05
3145,0.332407,0.21149,0.456103,395.751,1.60559e-05
3146,0.468948,0.132789,0.398263,2472.98,4.9311e-05
3147,0.470126,0.231448,0.298426,2442.87,4.91752e-05
3148,0.352875,0.188458,0.458667,514.444,1.88044e-05
3149,0.462506,0.207593,0.329901,1408.72,3.40458e-05
3150,0.340465,0.318017,0.341518,2133.39,5.03523e-05
3151,0.458219,0.250317,0.291464,666.9,2.06656e-05
3152,0.130209,0.822188,0.0476021,2256.62,6.92414e-05
3153,0.451171,0.0833132,0.465516,1099.82,2.88138e-05
3154,0.490921,0.41391,0.0951688,953.113,2.59417e-05
3155,0.316944,0.261324,0.421732,2543.79,5.77468e-05
3156,0.00494888,0.486022,0.509029,337.365,2.05736e-05
3157,0.424066,0.101978,0.473957,533.537,1.80637e-05
3158,0.241483,0.567166,0.191351,2910.29,7.0169e-05
3159,0.483429,0.0549708,0.4616,2030.68,4.24869e-05
3160,0.07225,0.509942,0.417808,233.408,1.51459e-05
3161,0.161859,0.401916,0.436225,1300.34,4.36999e-05
3162,0.435968,0.520857,0.0431746,2848.53,5.71551e-05
3163,0.45096,0.439439,0.109602,2371.35,4.9605e-05
3164,0.42235,0.254483,0.323167,476.832,1.69417e-05
3165,0.328686,0.550263,0.121051,679.785,2.38756e-05
3166,0.290046,0.611039,0.0989152,1434.75,4.13678e-05
3167,0.0517019,0.0750615,0.873237,1046.07,4.105e-05
3168,0.378068,0.123253,0.498679,2168.75,4.85286e-05
3169,0.225573,0.341251,0.433176,571.597,2.31171e-05
3170,0.580137,0.102308,0.317555,2198.46,4.20403e-05
3171,0.188102,0.564907,0.246991,1993.08,5.76328e-05
3172,0.494802,0.331229,0.17397,2141.85,4.44506e-05
3173,0.142699,0.298695,0.558607,821.06,3.22956e-05
3174,0.422802,0.191899,0.385298,1276.09,3.28154e-05
3175,0.141096,0.427766,0.431139,2388.14,6.80128e-05
3176,0.499064,0.319131,0.181805,2733.29,5.21994e-05
3177,0.440344,0.475425,0.0842318,1325.2,3.38438e-05
3178,0.380794,0.30528,0.313926,2059.62,4.73717e-05
3179,0.38462,0.151366,0.464014,706.327,2.26247e-05
3180,0.0195472,0.0543838,0.926069,1277.54,4.82328e-05
3181,0.348995,0.140326,0.51068,2913.16,6.08814e-05
3182,0.493347,0.356119,0.150534,2890.7,5.45711e-05
3183,0.664638,0.272186,0.0631763,2531.87,4.42813e-05
3184,0.456181,0.305436,0.238383,2008.75,4.37654e-05
3185,0.32052,0.471474,0.208007,2744.76,6.16092e-05
3186,0.0330902,0.5543,0.41261,2248.42,7.51831e-05
3187,0.150428,0.506584,0.342988,843.078,3.33099e-05
3188,0.459092,0.376159,0.16475,2279.51,4.77849e-05
3189,0.247378,0.355721,0.396901,907.458,3.09817e-05
3190,0.331911,0.13897,0.529119,938.827,2.86926e-05
3191,0.447549,0.466733,0.0857182,2735.24,5.48809e-05
3192,0.506598,0.308943,0.184459,2458.78,4.82992e-05
3193,0.0283437,0.482097,0.48956,767.546,3.56953e-05
3194,0.37045,0.269283,0.360267,2580.72,5.55461e-05
3195,0.423445,0.332247,0.244308,2075.55,4.60183e-05
3196,0.0797078,0.389692,0.5306,2647.65,7.82676e-05
3197,0.373003,0.202894,0.424103,1763.83,4.26217e-05
3198,0.450446,0.0327334,0.516821,2958.71,5.60918e-05
3199,0.441556,0.138498,0.419946,2987.06,5.72497e-05
3200,0.411607,0.265099,0.323294,2986.2,5.91609e-05
3201,0.276757,0.248465,0.474778,372.197,1.6266e-05
3202,0.193998,0.303423,0.502579,1340.92,4.26022e-05
3203,0.304625,0.296487,0.398888,2004.41,4.98521e-05
3204,0.509968,0.127065,0.362966,1754.98,3.79388e-05
3205,0.428161,0.283514,0.288325,200.703,9.41221e-06
3206,0.512753,0.401953,0.0852943,582.872,1.83059e-05
3207,0.417127,0.248029,0.334844,1344.14,3.42782e-05
3208,0.376166,0.301742,0.322092,1085.25,3.08136e-05
3209,0.276062,0.267829,0.456109,2750.67,6.34307e-05
3210,0.442152,0.0675919,0.490256,2859.69,5.52991e-05
3211,0.428972,0.144065,0.426963,768.375,2.30954e-05
3212,0.564698,0.188648,0.246653,1995.43,3.99863e-05
3213,0.491037,0.248617,0.260346,693.168,2.06991e-05
3214,0.096672,0.108088,0.79524,2119.96,6.37928e-05
3215,0.21387,0.50382,0.28231,2630.05,6.71717e-05
3216,0.342734,0.17016,0.487105,982.124,2.93672e-05
3217,0.273263,0.00776299,0.718974,459.367,1.84533e-05
3218,0.439021,0.455418,0.10556,1809.82,4.17687e-05
3219,0.117478,0.522928,0.359594,684.75,3.01035e-05
3220,0.389926,0.427658,0.182416,1477.92,3.78756e-05
3221,0.383919,0.315634,0.300447,2585.68,5.51498e-05
3222,0.435764,0.264339,0.299897,367.007,1.40541e-05
3223,0.0725861,0.802846,0.124567,1275.56,5.0332e-05
3224,0.176112,0.235368,0.58852,1521.38,4.70605e-05
3225,0.261025,0.52021,0.218764,1370.47,4.10065e-05
3226,0.318945,0.398658,0.282397,537.972,2.03135e-05
3227,0.591218,0.180961,0.227821,2739.17,4.86264e-05
3228,0.429114,0.525764,0.0451215,1730.85,4.10568e-05
3229,0.0567765,0.392379,0.550844,948.981,3.97312e-05
3230,0.497341,0.393403,0.109257,1403.57,3.34851e-05
3231,0.711338,0.286656,0.00200607,1051.21,2.38813e-05
3232,0.697413,0.00697256,0.295615,2043.1,3.70881e-05
3233,0.160371,0.237215,0.602415,1009.84,3.62268e-05
3234,0.186673,0.494194,0.319133,1186.18,4.02515e-05
3235,0.473293,0.400168,0.12654,1995.69,4.32673e-05
3236,0.434927,0.0644734,0.5006,1956.35,4.30148e-05
3237,0.212157,0.744739,0.0431039,2020.76,5.75496e-05
3238,0.387379,0.138784,0.473836,933.147,2.72316e-05
3239,0.328702,0.0241403,0.647158,674.546,2.27941e-05
3240,0.603713,0.233411,0.162876,1618.46,3.39391e-05
3241,0.112936,0.177472,0.709592,1390.94,4.72935e-05
3242,0.393254,0.339929,0.266817,414.258,1.58673e-05
3243,0.135967,0.430644,0.433389,2631.36,7.31474e-05
3244,0.0964949,0.519853,0.383652,1084.12,4.22573e-05
3245,0.124203,0.418469,0.457328,607.219,2.71931e-05
3246,0.080211,0.39497,0.524819,2711.87,7.9567e-05
3247,0.355062,0.142989,0.501949,1663.29,4.14263e-05
3248,0.349111,0.386793,0.264096,1132.1,3.26858e-05
3249,0.776513,0.0389456,0.184541,2240.35,3.78865e-05
3250,0.22271,0.472277,0.305013,2058.11,5.61187e-05
3251,0.590068,0.390056,0.0198759,804.28,2.15666e-05
3252,0.147016,0.392751,0.460233,975.184,3.64993e-05
3253,0.0759135,0.507702,0.416385,297.664,1.78188e-05
